~VERSION_INFORMATION
DLM  SPACE :ColumnDataSectionDelimiterCharacter
PROD  Schlumberger :LAS_Producer
PROG  DLIS_to_ASCII 2.3 :LAS_Program_name_and_version
CREA.  2019-Aug-19 15:17 :LAS_Creation_date_and_time_{YYYY-MMM-DD hh:mm}
SOURCE  1API_0001__PR_1API_0001__PR.dlis :DLIS_File_Name
DLIS_CREA  2019-Aug-19 15:16 :DLIS_Creation_date_and_time_{YYYY-MMM-DD hh:mm}
#-----------------------------------------------------------------------------
~WELL_INFORMATION
NULL  -999.250000  :NULL_VALUE
COMP   :COMPANY
WELL   :WELL
FLD   :FIELD
LOC   :LOCATION
CTRY   :COUNTRY
DATE   :LOG_DATE
SRVC  Schlumberger :SERVICE COMPANY
LATI .DEG  :LATITUDE
LONG DEG  :LONGITUDE
GDAT   :GeoDetic Datum
~CURVE_INFORMATION
DEPT M DEPTH_(BOREHOLE)
DEPT M ----
CAL2 IN ----
RB ---- ----
GR ---- ----
CALI IN ----
#-----------------------------------------------------------------------------
M M IN ---- ---- IN
DEPT DEPT CAL2 RB GR CALI
~Ascii
3979.6212 3979.6212 10.0600 202.0000 53.3000 14.0200
3979.4688 3979.4688 10.0300 202.0000 48.5000 13.9800
3979.3164 3979.3164 10.0600 202.0000 43.2000 13.9430
3979.1640 3979.1640 8.9906 199.0000 40.8938 10.2044
3979.0116 3979.0116 9.4853 199.0000 41.5000 9.8400
3978.8592 3978.8592 9.4300 201.0000 43.1000 9.6600
3978.7068 3978.7068 9.2600 206.0000 42.9253 9.6300
3978.5544 3978.5544 9.2600 218.0000 40.7059 9.6300
3978.4020 3978.4020 9.2600 208.0000 39.4000 9.6600
3978.2496 3978.2496 9.2400 212.0000 37.5000 9.6300
3978.0972 3978.0972 9.2300 212.0000 34.5000 9.6300
3977.9448 3977.9448 9.2189 212.0000 33.3685 9.5200
3977.7924 3977.7924 9.0100 212.0000 32.7000 9.2638
3977.6400 3977.6400 9.0100 212.0000 32.2000 9.0787
3977.4876 3977.4876 8.8042 212.0000 31.2419 8.9000
3977.3352 3977.3352 8.4990 218.0000 29.8898 8.8200
3977.1828 3977.1828 8.3600 221.0000 27.4000 8.8600
3977.0304 3977.0304 8.5598 224.0000 26.2000 8.6402
3976.8780 3976.8780 8.8597 231.0000 26.9000 8.4700
3976.7256 3976.7256 9.0700 235.0000 28.2000 8.5900
3976.5732 3976.5732 9.2100 241.0000 31.0000 8.6746
3976.4208 3976.4208 9.4600 241.0000 38.1202 9.1592
3976.2684 3976.2684 9.4400 247.0000 50.7000 9.3100
3976.1160 3976.1160 9.3900 248.0000 87.7000 9.1600
3975.9636 3975.9636 9.3500 252.0000 103.7000 8.9665
3975.8112 3975.8112 9.3200 251.0000 108.2166 8.9157
3975.6588 3975.6588 9.2600 255.0000 107.8000 8.9534
3975.5064 3975.5064 9.2300 260.0000 102.7000 9.0500
3975.3540 3975.3540 9.2900 260.0000 96.0000 8.9270
3975.2016 3975.2016 9.3800 260.0000 92.0000 8.8200
3975.0492 3975.0492 9.3678 260.0000 89.2552 8.8700
3974.8968 3974.8968 9.2726 260.0000 90.2000 9.0100
3974.7444 3974.7444 9.0400 255.0000 89.9000 9.2000
3974.5920 3974.5920 8.9800 255.0000 90.5242 9.0400
3974.4396 3974.4396 8.9800 260.0000 92.1000 8.9000
3974.2872 3974.2872 8.9700 261.0000 92.0000 8.6568
3974.1348 3974.1348 8.9800 265.0000 94.0000 8.9700
3973.9824 3973.9824 9.0400 265.0000 92.8396 9.0200
3973.8300 3973.8300 9.1712 270.0000 87.0000 9.1600
3973.6776 3973.6776 9.1700 270.0000 84.6000 9.0343
3973.5252 3973.5252 9.1000 275.0000 81.3000 8.7096
3973.3728 3973.3728 9.2400 275.0000 81.2202 8.8510
3973.2204 3973.2204 9.1394 275.0000 84.0000 9.0000
3973.0680 3973.0680 8.9400 270.0000 83.5000 8.9500
3972.9156 3972.9156 8.8800 270.0000 83.5000 8.8200
3972.7632 3972.7632 8.8800 275.0000 82.7000 8.7055
3972.6108 3972.6108 8.8800 275.0000 81.2000 8.7091
3972.4584 3972.4584 8.8600 275.0000 80.1000 8.8442
3972.3060 3972.3060 8.8200 275.0000 78.8000 9.0900
3972.1536 3972.1536 8.8200 275.0000 81.2000 8.9700
3972.0012 3972.0012 9.0100 275.0000 86.2000 8.7900
3971.8488 3971.8488 9.1637 275.0000 90.7000 8.7437
3971.6964 3971.6964 9.2260 279.0000 89.9006 8.9000
3971.5440 3971.5440 8.9771 283.0000 88.0000 8.9229
3971.3916 3971.3916 8.8100 283.0000 86.3998 8.8820
3971.2392 3971.2392 8.7900 283.0000 89.3271 8.7000
3971.0868 3971.0868 8.9072 283.0000 98.5510 8.7000
3970.9344 3970.9344 9.0200 285.0000 103.3000 8.9500
3970.7820 3970.7820 9.0700 285.0000 103.4000 9.1384
3970.6296 3970.6296 9.0400 289.0000 100.8684 9.1600
3970.4772 3970.4772 9.0867 289.0000 95.6000 8.9833
3970.3248 3970.3248 9.2000 289.0000 89.4000 8.8800
3970.1724 3970.1724 9.0959 289.0000 84.3408 8.7800
3970.0200 3970.0200 9.0700 289.0000 77.4480 8.7800
3969.8676 3969.8676 8.9044 289.0000 72.4000 8.9500
3969.7152 3969.7152 8.7500 289.0000 73.6000 8.8700
3969.5628 3969.5628 8.7300 289.0000 75.0000 8.7800
3969.4104 3969.4104 8.7800 289.0000 77.2000 8.8109
3969.2580 3969.2580 8.8754 293.0000 78.4154 8.9700
3969.1056 3969.1056 8.8200 293.0000 77.5000 9.0100
3968.9532 3968.9532 8.8200 295.0000 79.9939 9.0200
3968.8008 3968.8008 9.0291 295.0000 82.8000 8.9800
3968.6484 3968.6484 9.1600 295.0000 83.6000 8.7800
3968.4960 3968.4960 9.0700 295.0000 83.7000 8.7800
3968.3436 3968.3436 8.9467 299.0000 81.0000 8.7800
3968.1912 3968.1912 8.9500 299.0000 77.0921 8.8992
3968.0388 3968.0388 8.7635 299.0000 78.6000 8.9400
3967.8864 3967.8864 8.7800 299.0000 83.3787 8.8680
3967.7340 3967.7340 8.8300 299.0000 90.6045 8.8200
3967.5816 3967.5816 8.9921 299.0000 99.1000 8.9400
3967.4292 3967.4292 8.9073 299.0000 99.5000 8.9400
3967.2768 3967.2768 8.8200 299.0000 100.7000 8.9400
3967.1244 3967.1244 8.8200 299.0000 103.4000 8.9000
3966.9720 3966.9720 8.9367 303.0000 112.5000 8.9000
3966.8196 3966.8196 8.9500 303.0000 130.5000 8.9400
3966.6672 3966.6672 8.8934 303.0000 135.4000 8.9700
3966.5148 3966.5148 8.7300 303.0000 128.1696 8.9700
3966.3624 3966.3624 8.6600 303.0000 110.4488 8.9700
3966.2100 3966.2100 8.7209 305.0000 94.0000 8.9700
3966.0576 3966.0576 8.9260 305.0000 91.4000 9.0100
3965.9052 3965.9052 9.0700 305.0000 99.4000 9.1002
3965.7528 3965.7528 9.0700 305.0000 100.3247 9.1953
3965.6004 3965.6004 8.9597 305.0000 80.4000 9.1600
3965.4480 3965.4480 8.9500 305.0000 62.1000 9.0900
3965.2956 3965.2956 9.0000 309.0000 49.1000 9.0900
3965.1432 3965.1432 9.0700 309.0000 43.8109 9.0900
3964.9908 3964.9908 8.9800 311.6841 44.9895 9.1000
3964.8384 3964.8384 8.9800 312.0000 47.4000 9.1600
3964.6860 3964.6860 9.0100 316.0000 49.2000 9.1800
3964.5336 3964.5336 9.0400 319.0000 51.3000 9.2000
3964.3812 3964.3812 9.0700 316.0000 51.1000 9.2000
3964.2288 3964.2288 9.1000 316.0000 51.2329 9.2000
3964.0764 3964.0764 9.0400 319.0000 49.1000 9.2000
3963.9240 3963.9240 8.8800 322.0000 45.5000 9.2000
3963.7716 3963.7716 8.9178 322.0000 46.0000 9.1922
3963.6192 3963.6192 9.0100 322.0000 51.1000 9.1600
3963.4668 3963.4668 9.0600 316.0000 57.0000 9.2000
3963.3144 3963.3144 9.1079 316.0000 60.9000 9.3200
3963.1620 3963.1620 8.9500 316.0000 57.6000 9.3500
3963.0096 3963.0096 9.0100 316.0000 51.3330 9.3800
3962.8572 3962.8572 9.0400 316.0000 43.1836 9.3900
3962.7048 3962.7048 9.0100 316.4281 36.2429 9.3286
3962.5524 3962.5524 8.8443 319.0000 32.3000 9.2000
3962.4000 3962.4000 8.6692 316.0000 29.4000 9.1500
3962.2476 3962.2476 8.5000 319.0000 29.0000 8.9500
3962.0952 3962.0952 8.4200 319.0000 30.2000 8.9400
3961.9428 3961.9428 8.4200 319.0000 32.5000 8.9049
3961.7904 3961.7904 8.4900 323.0000 35.5078 8.9700
3961.6380 3961.6380 8.9098 326.0000 39.7000 9.1749
3961.4856 3961.4856 9.2100 332.0000 42.1000 9.2095
3961.3332 3961.3332 9.2600 332.0000 43.6461 9.2300
3961.1808 3961.1808 9.2900 336.2324 44.6116 9.2300
3961.0284 3961.0284 9.3500 338.0000 46.4767 9.2300
3960.8760 3960.8760 9.3800 336.0000 47.9000 9.3000
3960.7236 3960.7236 9.2372 336.0000 48.4908 9.1982
3960.5712 3960.5712 8.8300 336.0000 48.3000 9.0100
3960.4188 3960.4188 8.9500 336.0000 44.7670 9.0967
3960.2664 3960.2664 8.8484 336.0000 43.3635 9.1016
3960.1140 3960.1140 9.0700 341.0000 42.1000 9.0600
3959.9616 3959.9616 9.2376 346.0000 40.3000 9.1500
3959.8092 3959.8092 9.5225 346.0000 39.7000 9.2000
3959.6568 3959.6568 9.6200 350.0000 40.4000 9.3569
3959.5044 3959.5044 9.5280 351.0000 43.3000 9.4900
3959.3520 3959.3520 9.4300 356.0000 46.6421 9.5600
3959.1996 3959.1996 9.5500 356.0000 49.0756 9.4900
3959.0472 3959.0472 9.5100 356.0000 49.6000 9.2337
3958.8948 3958.8948 9.4800 0.0000 48.2000 9.0100
3958.7424 3958.7424 9.3200 0.0000 46.6210 8.9700
3958.5900 3958.5900 9.2007 5.0000 44.9728 8.8600
3958.4376 3958.4376 9.2442 5.0000 41.2000 8.9158
3958.2852 3958.2852 9.4500 5.0000 38.6000 9.2300
3958.1328 3958.1328 9.4700 5.0000 37.4832 9.1166
3957.9804 3957.9804 9.4800 3.9437 35.7986 8.9900
3957.8280 3957.8280 9.2504 4.0000 35.8567 9.0748
3957.6756 3957.6756 9.3787 4.0000 35.3000 9.1600
3957.5232 3957.5232 9.7700 9.0000 33.6000 9.0900
3957.3708 3957.3708 9.5504 9.0000 33.0000 9.0900
3957.2184 3957.2184 9.3663 9.0000 32.8000 9.0100
3957.0660 3957.0660 9.2000 14.0000 32.7000 8.9000
3956.9136 3956.9136 9.1700 9.0000 33.9000 8.9400
3956.7612 3956.7612 9.3181 9.0000 37.0000 8.9490
3956.6088 3956.6088 9.8032 9.0000 41.3000 9.3032
3956.4564 3956.4564 10.0183 9.0000 42.3000 9.4500
3956.3040 3956.3040 10.0300 9.0000 41.1000 9.4900
3956.1516 3956.1516 10.1400 14.0000 36.7495 9.5000
3955.9992 3955.9992 10.1400 14.0000 32.4736 9.4900
3955.8468 3955.8468 10.0300 15.0000 32.6705 9.3730
3955.6944 3955.6944 9.8881 15.0000 38.7000 9.2400
3955.5420 3955.5420 9.8000 19.0000 51.1000 9.1600
3955.3896 3955.3896 9.8000 19.0000 65.6319 9.1600
3955.2372 3955.2372 9.9700 19.0000 85.7000 9.5600
3955.0848 3955.0848 9.9700 19.0000 91.1000 9.5487
3954.9324 3954.9324 9.9600 19.0000 102.9273 9.4741
3954.7800 3954.7800 9.8400 24.0000 113.8000 9.3400
3954.6276 3954.6276 9.8000 24.0000 112.6000 9.3300
3954.4752 3954.4752 9.7993 24.0000 102.7000 9.6829
3954.3228 3954.3228 9.7151 22.0000 77.8245 12.5398
3954.1704 3954.1704 9.6800 24.0000 52.2000 12.7100
3954.0180 3954.0180 9.6800 22.0000 39.1000 12.7000
3953.8656 3953.8656 9.6607 18.0000 30.3000 12.5707
3953.7132 3953.7132 9.5956 18.0000 24.8000 11.0632
3953.5608 3953.5608 9.3305 17.0518 23.0000 8.8390
3953.4084 3953.4084 8.6328 17.0000 22.2000 8.6100
3953.2560 3953.2560 8.5500 17.0000 22.6000 8.4413
3953.1036 3953.1036 8.6200 17.0000 23.9383 8.3900
3952.9512 3952.9512 8.6554 20.3549 26.8084 8.3900
3952.7988 3952.7988 8.7731 24.0000 32.2529 8.4300
3952.6464 3952.6464 8.9982 24.0000 36.4000 8.6182
3952.4940 3952.4940 9.0100 28.0000 40.4373 8.6700
3952.3416 3952.3416 9.0100 28.0000 45.6000 8.7374
3952.1892 3952.1892 8.9800 28.0000 53.2000 8.7400
3952.0368 3952.0368 8.9500 28.0000 63.2246 8.7400
3951.8844 3951.8844 8.9717 28.0000 71.0000 8.9135
3951.7320 3951.7320 9.2000 28.0000 78.5746 9.5969
3951.5796 3951.5796 9.2000 28.0000 80.0000 9.4541
3951.4272 3951.4272 9.2000 28.0000 75.4000 9.2700
3951.2748 3951.2748 9.1288 28.0000 65.8000 9.1600
3951.1224 3951.1224 9.0242 28.0000 49.3000 9.1142
3950.9700 3950.9700 8.8648 28.0000 35.6000 8.9148
3950.8176 3950.8176 8.8500 28.0000 27.1000 8.9556
3950.6652 3950.6652 8.8200 28.0000 22.0000 9.0100
3950.5128 3950.5128 8.8200 28.0000 20.9000 9.0100
3950.3604 3950.3604 8.7500 28.0000 19.8000 9.0100
3950.2080 3950.2080 8.8200 24.0000 19.7502 9.0100
3950.0556 3950.0556 8.8200 28.0000 22.1684 9.1500
3949.9032 3949.9032 8.8200 28.0000 26.4000 9.1600
3949.7508 3949.7508 8.8200 28.0000 31.9000 9.1600
3949.5984 3949.5984 8.8500 28.0000 40.6129 9.1600
3949.4460 3949.4460 8.8800 28.0000 49.7592 9.1500
3949.2936 3949.2936 8.8800 28.0000 60.7000 9.1200
3949.1412 3949.1412 8.9500 26.9306 71.1604 9.1427
3948.9888 3948.9888 8.9600 24.0000 77.3000 9.1600
3948.8364 3948.8364 8.9500 24.0000 86.6416 9.1600
3948.6840 3948.6840 8.8800 24.0000 95.1000 9.1300
3948.5316 3948.5316 8.8300 24.0000 103.8000 9.1300
3948.3792 3948.3792 8.7500 19.0000 112.8000 8.9400
3948.2268 3948.2268 8.7500 19.0000 119.7000 8.9200
3948.0744 3948.0744 8.9400 19.0000 126.4000 9.1900
3947.9220 3947.9220 8.9500 19.0000 121.1000 9.2000
3947.7696 3947.7696 8.9400 19.0000 106.5000 9.2000
3947.6172 3947.6172 8.9500 19.0000 90.2000 9.2000
3947.4648 3947.4648 8.9500 19.0000 66.9000 9.2000
3947.3124 3947.3124 8.9500 18.0000 54.9795 9.2000
3947.1600 3947.1600 8.8800 18.0000 47.1000 9.1797
3947.0076 3947.0076 8.8200 18.0000 41.7000 9.0900
3946.8552 3946.8552 8.7500 18.0000 40.4000 9.0100
3946.7028 3946.7028 8.7500 18.0000 44.9000 8.9700
3946.5504 3946.5504 8.7500 18.0000 51.3000 8.9800
3946.3980 3946.3980 8.8200 18.0000 58.1448 9.0900
3946.2456 3946.2456 8.7800 18.0000 64.0640 9.0900
3946.0932 3946.0932 8.7500 18.0000 69.4000 9.0900
3945.9408 3945.9408 8.7500 18.0000 76.4317 9.0900
3945.7884 3945.7884 8.7500 18.0000 81.4000 9.0800
3945.6360 3945.6360 8.7015 18.0000 84.9000 9.0500
3945.4836 3945.4836 8.6864 18.0000 87.9000 8.9064
3945.3312 3945.3312 8.6100 18.0000 96.2000 8.8500
3945.1788 3945.1788 8.5772 18.0000 115.1000 8.7500
3945.0264 3945.0264 8.5679 18.0000 128.4933 8.6700
3944.8740 3944.8740 8.5500 18.0000 134.1000 8.6400
3944.7216 3944.7216 8.5872 18.0000 134.2000 8.7472
3944.5692 3944.5692 8.6500 19.0000 136.3000 8.8600
3944.4168 3944.4168 8.6200 19.0000 136.7000 8.8600
3944.2644 3944.2644 8.5500 24.0000 130.0000 8.8215
3944.1120 3944.1120 8.5900 18.0000 119.3038 8.8834
3943.9596 3943.9596 8.5900 22.0000 109.1312 8.7916
3943.8072 3943.8072 8.6200 22.0000 95.0560 8.8641
3943.6548 3943.6548 8.6000 22.0000 83.8740 8.6290
3943.5024 3943.5024 8.5900 22.0000 69.4000 8.5900
3943.3500 3943.3500 8.6100 24.0000 63.5020 8.5900
3943.1976 3943.1976 8.6900 24.0000 63.8000 8.7053
3943.0452 3943.0452 8.7500 22.0000 69.5000 8.8200
3942.8928 3942.8928 8.7200 22.0000 74.1000 8.7800
3942.7404 3942.7404 8.7200 22.0000 69.3237 8.7800
3942.5880 3942.5880 8.7200 22.0000 59.9612 8.7800
3942.4356 3942.4356 8.7010 22.0000 52.3907 8.7800
3942.2832 3942.2832 8.6900 22.0000 48.9000 8.7400
3942.1308 3942.1308 8.6900 22.0000 54.0000 8.7400
3941.9784 3941.9784 8.6961 22.0000 63.0000 8.7400
3941.8260 3941.8260 8.7200 22.0000 70.5000 8.7500
3941.6736 3941.6736 8.7500 22.0000 79.8774 8.8035
3941.5212 3941.5212 8.7500 22.0000 83.3000 8.8300
3941.3688 3941.3688 8.7800 22.0000 85.8000 8.8600
3941.2164 3941.2164 8.7800 22.0000 85.7781 8.8600
3941.0640 3941.0640 8.7800 18.0000 80.4338 8.8200
3940.9116 3940.9116 8.7700 18.0000 72.4000 8.8200
3940.7592 3940.7592 8.7500 18.0000 65.8000 8.8200
3940.6068 3940.6068 8.7500 18.0000 61.6000 8.8373
3940.4544 3940.4544 8.7500 18.0000 64.5000 8.8600
3940.3020 3940.3020 8.7500 17.0000 69.7000 8.8600
3940.1496 3940.1496 8.7500 18.0000 73.0000 8.8600
3939.9972 3939.9972 8.8061 14.0000 77.5449 8.9400
3939.8448 3939.8448 8.8200 14.0000 78.4000 9.0008
3939.6924 3939.6924 8.8500 18.0000 76.8596 9.0100
3939.5400 3939.5400 8.8200 14.0000 77.7000 9.0100
3939.3876 3939.3876 8.8200 12.0000 77.2000 9.0200
3939.2352 3939.2352 8.7500 14.0000 79.7000 9.0500
3939.0828 3939.0828 8.7549 12.0000 84.1000 9.0500
3938.9304 3938.9304 8.8200 8.0000 89.1000 9.1495
3938.7780 3938.7780 8.8200 8.0000 93.1000 9.2000
3938.6256 3938.6256 8.8200 8.0000 94.6000 9.2000
3938.4732 3938.4732 8.8200 8.0000 96.0000 9.1661
3938.3208 3938.3208 8.6900 8.0000 92.4000 8.9510
3938.1684 3938.1684 8.6500 8.0000 85.8006 8.8400
3938.0160 3938.0160 8.6291 8.0000 82.0000 8.7800
3937.8636 3937.8636 8.6200 8.0000 78.2000 8.7800
3937.7112 3937.7112 8.6200 8.0000 74.6000 8.7600
3937.5588 3937.5588 8.6226 8.0000 71.2000 8.7774
3937.4064 3937.4064 8.6838 8.0000 69.9385 8.7800
3937.2540 3937.2540 8.6900 8.0000 70.5000 8.7800
3937.1016 3937.1016 8.6900 8.0000 72.9000 8.7800
3936.9492 3936.9492 8.6900 8.0000 73.4000 8.7800
3936.7968 3936.7968 8.6900 8.0000 69.3708 8.7800
3936.6444 3936.6444 8.6900 8.0000 64.7000 8.7800
3936.4920 3936.4920 8.6900 8.0000 67.7000 8.7800
3936.3396 3936.3396 8.6900 8.0000 72.7000 8.7800
3936.1872 3936.1872 8.6900 8.0000 78.5203 8.8200
3936.0348 3936.0348 8.6900 8.0000 81.4073 8.8200
3935.8824 3935.8824 8.6900 12.0000 76.5000 8.8200
3935.7300 3935.7300 8.6900 12.0000 67.4000 8.8091
3935.5776 3935.5776 8.6900 12.0000 58.6000 8.8200
3935.4252 3935.4252 8.6900 12.0000 54.7000 8.8200
3935.2728 3935.2728 8.6900 12.0000 59.7000 8.8300
3935.1204 3935.1204 8.7700 12.0000 71.6066 9.0100
3934.9680 3934.9680 8.7800 12.0000 85.7000 9.0100
3934.8156 3934.8156 8.8200 12.0000 94.2000 9.0500
3934.6632 3934.6632 8.8200 12.0000 97.7377 9.0500
3934.5108 3934.5108 8.7800 17.0000 93.2000 9.0100
3934.3584 3934.3584 8.8200 17.0000 94.0201 9.0100
3934.2060 3934.2060 8.8200 17.0000 93.2657 9.0100
3934.0536 3934.0536 8.8200 17.0000 92.1000 9.0500
3933.9012 3933.9012 8.8200 12.0000 88.6000 9.0500
3933.7488 3933.7488 8.8200 12.0000 83.3263 9.0500
3933.5964 3933.5964 8.8200 12.0000 77.3000 9.0500
3933.4440 3933.4440 8.8227 12.0000 72.5000 9.0600
3933.2916 3933.2916 8.8671 12.0000 71.9000 9.1529
3933.1392 3933.1392 8.8800 12.0000 73.6000 9.1600
3932.9868 3932.9868 8.8800 12.0000 77.9110 9.1600
3932.8344 3932.8344 8.8800 17.0000 84.7000 9.1400
3932.6820 3932.6820 8.8800 17.0000 87.9000 9.1200
3932.5296 3932.5296 8.9100 22.0000 88.7000 9.1200
3932.3772 3932.3772 8.9500 22.0000 87.3458 9.1800
3932.2248 3932.2248 8.9800 22.0000 81.2000 9.2000
3932.0724 3932.0724 8.9800 26.0000 72.0000 9.2000
3931.9200 3931.9200 8.9300 26.0000 62.3084 9.1700
3931.7676 3931.7676 8.8800 21.0000 53.0766 9.1500
3931.6152 3931.6152 8.9800 21.0000 51.9000 9.2800
3931.4628 3931.4628 8.9752 21.0000 56.8000 9.4300
3931.3104 3931.3104 9.0100 21.0000 59.1000 9.4900
3931.1580 3931.1580 9.0100 21.0000 56.7909 9.4900
3931.0056 3931.0056 9.0100 21.0000 50.5000 9.5600
3930.8532 3930.8532 9.0400 21.0000 43.7271 9.7136
3930.7008 3930.7008 9.0100 17.0000 42.0248 9.7300
3930.5484 3930.5484 9.0500 18.0000 43.7000 10.2061
3930.3960 3930.3960 9.0700 18.0000 48.4000 9.9200
3930.2436 3930.2436 9.1000 18.0000 54.7000 10.2862
3930.0912 3930.0912 9.1000 18.0000 62.6111 11.1256
3929.9388 3929.9388 9.2600 14.0000 73.6000 13.6100
3929.7864 3929.7864 9.2600 12.0000 80.0000 13.6100
3929.6340 3929.6340 9.2600 14.0000 83.6000 13.6100
3929.4816 3929.4816 9.2600 12.0000 82.6809 13.6100
3929.3292 3929.3292 9.2600 18.0000 77.8000 13.6100
3929.1768 3929.1768 9.2200 17.0000 66.8395 13.5800
3929.0244 3929.0244 9.1282 15.0000 52.5000 11.8823
3928.8720 3928.8720 9.0077 29.0000 35.6170 14.0146
3928.7196 3928.7196 8.6175 342.3778 25.2993 10.5761
3928.5672 3928.5672 8.3800 342.0000 19.2000 8.7336
3928.4148 3928.4148 8.4905 342.0000 18.1000 8.9110
3928.2624 3928.2624 8.5344 346.0000 17.1000 9.0100
3928.1100 3928.1100 8.4500 14.0000 15.7000 8.9200
3927.9576 3927.9576 8.4200 17.0000 14.3000 8.7600
3927.8052 3927.8052 8.3500 17.0000 12.6000 8.7400
3927.6528 3927.6528 8.6251 17.0000 12.9000 8.9651
3927.5004 3927.5004 8.7800 17.0000 14.2000 9.0800
3927.3480 3927.3480 8.7800 17.0000 17.2718 9.0900
3927.1956 3927.1956 8.7800 17.0000 21.0823 9.1694
3927.0432 3927.0432 8.7800 17.0000 26.7469 9.5941
3926.8908 3926.8908 8.8100 12.0000 32.6457 9.4986
3926.7384 3926.7384 8.8200 15.5027 34.2000 9.2000
3926.5860 3926.5860 8.8200 18.0000 33.8580 9.3281
3926.4336 3926.4336 8.7800 18.0000 30.7000 9.4710
3926.2812 3926.2812 8.7500 22.0000 26.6000 9.2000
3926.1288 3926.1288 8.7200 22.0000 23.4000 9.2158
3925.9764 3925.9764 8.6900 22.0000 19.8000 9.4673
3925.8240 3925.8240 8.6900 25.5104 16.9000 9.7573
3925.6716 3925.6716 8.6900 26.0000 17.6134 10.0687
3925.5192 3925.5192 8.6900 26.0000 24.3000 9.3983
3925.3668 3925.3668 8.6900 30.0000 37.4870 9.2000
3925.2144 3925.2144 8.6900 26.0000 50.8000 9.1017
3925.0620 3925.0620 8.7200 26.0000 57.7000 9.4600
3924.9096 3924.9096 8.6789 26.0000 53.2000 9.4600
3924.7572 3924.7572 8.4437 26.0000 39.3869 9.5600
3924.6048 3924.6048 8.3500 24.0000 26.9000 9.1096
3924.4524 3924.4524 8.3500 21.0000 17.8709 8.9700
3924.3000 3924.3000 8.3706 17.0000 15.1880 8.9906
3924.1476 3924.1476 8.3800 21.0000 15.8000 8.7800
3923.9952 3923.9952 8.3500 21.0000 16.4000 8.9997
3923.8428 3923.8428 8.3500 15.0000 15.6000 9.1600
3923.6904 3923.6904 8.3500 17.0000 15.2000 9.2691
3923.5380 3923.5380 8.3500 17.0000 14.9000 9.4200
3923.3856 3923.3856 8.3300 14.7874 15.8000 9.4500
3923.2332 3923.2332 8.3500 12.0000 17.2000 9.0280
3923.0808 3923.0808 8.5215 12.0000 15.9000 8.7400
3922.9284 3922.9284 8.3200 17.0000 15.2000 8.8200
3922.7760 3922.7760 8.3500 17.0000 13.9000 8.9000
3922.6236 3922.6236 8.3500 18.0000 13.0000 8.6071
3922.4712 3922.4712 8.3500 18.4035 13.1000 8.9790
3922.3188 3922.3188 8.3500 18.0000 12.0718 9.4928
3922.1664 3922.1664 8.3500 18.0000 10.9000 9.5528
3922.0140 3922.0140 8.3500 18.0000 9.8767 9.4077
3921.8616 3921.8616 8.3800 17.0000 9.1000 9.0051
3921.7092 3921.7092 8.3800 12.0000 9.0922 8.6300
3921.5568 3921.5568 8.3800 12.0000 8.6000 8.7667
3921.4044 3921.4044 8.4718 15.0000 9.8000 8.9918
3921.2520 3921.2520 8.7500 17.0000 12.0000 9.2000
3921.0996 3921.0996 8.8800 17.0000 17.1917 9.3100
3920.9472 3920.9472 8.9800 21.0000 33.3000 9.4561
3920.7948 3920.7948 9.0602 17.0000 57.2000 9.9802
3920.6424 3920.6424 9.1000 17.0000 79.5000 10.5507
3920.4900 3920.4900 9.1000 18.0000 93.6528 10.7895
3920.3376 3920.3376 9.1100 14.0000 96.5000 10.5347
3920.1852 3920.1852 9.1000 14.0000 91.1000 9.9800
3920.0328 3920.0328 9.0700 14.0000 87.4035 9.8252
3919.8804 3919.8804 9.0700 12.0000 84.7000 9.7300
3919.7280 3919.7280 9.0100 12.0000 77.9000 9.6900
3919.5756 3919.5756 8.9708 12.0000 59.7575 9.6300
3919.4232 3919.4232 8.8600 12.0000 39.9000 9.4761
3919.2708 3919.2708 8.8200 12.0000 23.4000 9.2515
3919.1184 3919.1184 8.7482 17.2966 12.4000 9.2000
3918.9660 3918.9660 8.5914 17.0000 10.3000 9.0200
3918.8136 3918.8136 8.6900 17.0000 10.5000 10.6327
3918.6612 3918.6612 8.7200 12.0000 12.1000 11.0000
3918.5088 3918.5088 8.6900 14.0000 17.9000 11.0470
3918.3564 3918.3564 8.6900 18.0000 23.9000 10.7526
3918.2040 3918.2040 8.7100 20.1040 33.2000 10.6000
3918.0516 3918.0516 8.8700 26.0000 42.3591 11.7773
3917.8992 3917.8992 8.8800 26.0000 51.0863 11.1671
3917.7468 3917.7468 8.8800 26.0000 51.3000 10.3834
3917.5944 3917.5944 8.8800 26.0000 43.0000 9.8583
3917.4420 3917.4420 8.8138 18.5331 31.4000 9.8685
3917.2896 3917.2896 8.6900 22.0000 18.7000 10.1800
3917.1372 3917.1372 8.6960 24.0000 17.8210 10.1400
3916.9848 3916.9848 8.7310 28.0000 28.9000 10.2010
3916.8324 3916.8324 8.9705 28.0000 47.3000 10.7305
3916.6800 3916.6800 9.0700 28.0000 70.4000 10.9700
3916.5276 3916.5276 9.1400 28.0000 85.4000 11.4200
3916.3752 3916.3752 9.1700 28.0000 89.0000 11.3000
3916.2228 3916.2228 9.1700 26.0000 88.4059 10.9100
3916.0704 3916.0704 9.1798 26.0000 85.8018 10.4709
3915.9180 3915.9180 9.2000 22.0000 86.9000 9.8730
3915.7656 3915.7656 9.1791 24.0000 91.0000 9.8000
