~VERSION_INFORMATION
DLM  SPACE :ColumnDataSectionDelimiterCharacter
PROD  Schlumberger :LAS_Producer
PROG  DLIS_to_ASCII 2.3 :LAS_Program_name_and_version
CREA.  2019-Aug-19 15:17 :LAS_Creation_date_and_time_{YYYY-MMM-DD hh:mm}
SOURCE  1API_0001__PR_1API_0001__PR.dlis :DLIS_File_Name
DLIS_CREA  2019-Aug-19 15:16 :DLIS_Creation_date_and_time_{YYYY-MMM-DD hh:mm}
#-----------------------------------------------------------------------------
~WELL_INFORMATION
NULL  -999.250000  :NULL_VALUE
COMP   :COMPANY
WELL   :WELL
FLD   :FIELD
LOC   :LOCATION
CTRY   :COUNTRY
DATE   :LOG_DATE
SRVC  Schlumberger :SERVICE COMPANY
LATI .DEG  :LATITUDE
LONG DEG  :LONGITUDE
GDAT   :GeoDetic Datum
~CURVE_INFORMATION
DEPT M DEPTH_(BOREHOLE)
DEPT M ----
CAL2 IN ----
RB ---- ----
GR ---- ----
CALI IN ----
#-----------------------------------------------------------------------------
M M IN ---- ---- IN
DEPT DEPT CAL2 RB GR CALI
~Ascii
4248.4548 4248.4548 9.5346 63.0000 65.9000 10.3000
4248.3024 4248.3024 9.6200 63.0000 65.3114 10.2800
4248.1500 4248.1500 9.5700 63.0000 64.7000 10.2800
4247.9976 4247.9976 9.5300 65.0000 63.3000 10.2700
4247.8452 4247.8452 9.5300 63.0000 61.8000 10.2500
4247.6928 4247.6928 9.5600 65.0000 60.6000 10.2300
4247.5404 4247.5404 9.6000 63.0000 61.2326 10.1800
4247.3880 4247.3880 9.7100 63.0000 59.7000 10.1500
4247.2356 4247.2356 9.6200 63.0000 60.7000 10.1400
4247.0832 4247.0832 9.5900 63.0000 59.3000 10.1200
4246.9308 4246.9308 9.5600 67.3722 59.5000 10.1463
4246.7784 4246.7784 9.5900 72.0000 61.5000 9.9811
4246.6260 4246.6260 9.6000 77.0000 62.0805 9.8900
4246.4736 4246.4736 9.5600 77.0000 52.9000 9.8800
4246.3212 4246.3212 9.5300 77.0000 53.1000 9.8400
4246.1688 4246.1688 9.5300 72.0000 54.9000 9.7900
4246.0164 4246.0164 9.5300 74.0000 54.4241 9.7400
4245.8640 4245.8640 9.5665 77.0000 53.7000 9.6700
4245.7116 4245.7116 9.6594 77.0000 53.1129 9.6100
4245.5592 4245.5592 9.5000 81.0000 53.5324 9.5700
4245.4068 4245.4068 9.4100 81.0000 53.0000 9.6100
4245.2544 4245.2544 9.3800 85.0000 53.7000 9.7197
4245.1020 4245.1020 9.3800 85.0000 53.6890 9.6978
4244.9496 4244.9496 9.3800 90.0000 52.8000 9.2600
4244.7972 4244.7972 9.3900 95.0000 51.9000 9.1200
4244.6448 4244.6448 9.4400 95.0000 51.9635 9.0800
4244.4924 4244.4924 9.3200 99.0000 53.4000 9.0400
4244.3400 4244.3400 9.2300 99.0000 55.3000 9.0400
4244.1876 4244.1876 9.1900 99.0000 53.2000 9.0400
4244.0352 4244.0352 9.1400 99.0000 50.4000 8.9861
4243.8828 4243.8828 9.1700 99.0000 46.1494 8.8000
4243.7304 4243.7304 8.9717 103.0000 44.5000 8.8424
4243.5780 4243.5780 8.7100 103.0000 42.5000 9.0600
4243.4256 4243.4256 8.5800 108.0000 41.2636 9.0300
4243.2732 4243.2732 8.6870 108.0000 42.2546 8.8315
4243.1208 4243.1208 8.8726 112.2602 45.3520 8.6200
4242.9684 4242.9684 8.9900 117.0000 47.6000 8.4000
4242.8160 4242.8160 9.0843 115.0000 50.3283 8.4000
4242.6636 4242.6636 8.9600 115.0000 50.8000 8.7239
4242.5112 4242.5112 8.9300 115.0000 49.5000 9.1500
4242.3588 4242.3588 9.0200 117.0000 46.7000 9.1028
4242.2064 4242.2064 9.1800 119.0000 43.3000 8.8500
4242.0540 4242.0540 9.2638 123.0000 40.3000 8.6900
4241.9016 4241.9016 8.9685 129.0000 39.7000 8.7515
4241.7492 4241.7492 8.7700 132.0000 39.4000 9.0400
4241.5968 4241.5968 8.7043 139.0000 39.1000 9.0200
4241.4444 4241.4444 8.7400 139.0000 39.3207 9.0521
4241.2920 4241.2920 8.8400 141.0000 38.5000 8.7900
4241.1396 4241.1396 8.9300 144.0000 39.0610 8.5578
4240.9872 4240.9872 8.8498 144.0000 38.6000 8.6251
4240.8348 4240.8348 8.5557 147.0000 38.9000 8.8500
4240.6824 4240.6824 8.5304 147.0000 40.3000 8.6896
4240.5300 4240.5300 8.7473 150.0000 40.9456 8.3827
4240.3776 4240.3776 8.7499 150.0000 40.9983 8.3702
4240.2252 4240.2252 8.8700 152.0000 42.0000 8.2100
4240.0728 4240.0728 8.6611 156.0000 41.7000 8.3989
4239.9204 4239.9204 8.5270 156.0000 40.5000 8.5670
4239.7680 4239.7680 8.2600 160.8272 39.4000 8.4200
4239.6156 4239.6156 8.3200 161.0000 42.7000 8.4000
4239.4632 4239.4632 8.6374 161.0000 48.6000 8.3026
4239.3108 4239.3108 8.8700 161.0000 56.3437 8.2500
4239.1584 4239.1584 8.7424 161.0000 61.7000 8.5476
4239.0060 4239.0060 8.6783 159.0000 63.7171 8.6400
4238.8536 4238.8536 8.7278 159.0000 64.8000 8.6700
4238.7012 4238.7012 8.8400 159.0000 63.1000 8.9300
4238.5488 4238.5488 8.8500 159.0000 61.9394 8.7000
4238.3964 4238.3964 8.7100 165.0000 60.2000 8.6400
4238.2440 4238.2440 8.4474 165.0000 55.9000 8.6300
4238.0916 4238.0916 8.4256 165.0000 50.7000 8.9104
4237.9392 4237.9392 8.8261 165.0000 48.0696 8.7070
4237.7868 4237.7868 9.7913 177.0000 49.7000 8.7106
4237.6344 4237.6344 10.2744 177.0000 53.9000 8.8400
4237.4820 4237.4820 10.5600 173.0000 60.2000 8.8600
4237.3296 4237.3296 10.3900 172.0000 64.8490 8.9000
4237.1772 4237.1772 10.6700 162.0000 65.5151 8.9200
4237.0248 4237.0248 10.3192 152.0000 65.8563 9.0500
4236.8724 4236.8724 10.1580 141.0000 66.1000 9.0986
4236.7200 4236.7200 9.9500 136.0000 65.1547 9.1745
4236.5676 4236.5676 10.1996 129.0000 65.6000 9.3100
4236.4152 4236.4152 9.8600 124.0000 64.2266 9.2000
4236.2628 4236.2628 9.6800 125.0000 62.6369 9.1000
4236.1104 4236.1104 9.6800 129.0000 62.8000 9.0330
4235.9580 4235.9580 9.5900 129.0000 61.6000 8.9700
4235.8056 4235.8056 9.1900 136.0000 59.8000 8.8900
4235.6532 4235.6532 9.1804 136.0000 59.8964 8.8900
4235.5008 4235.5008 9.0053 132.0000 58.1292 8.6700
4235.3484 4235.3484 8.8200 132.0000 55.5152 8.5915
4235.1960 4235.1960 8.9007 132.0000 54.4741 8.9570
4235.0436 4235.0436 8.9500 130.0000 55.4000 9.2367
4234.8912 4234.8912 9.0400 133.0000 56.5000 9.3176
4234.7388 4234.7388 9.2300 133.0000 55.3000 9.2000
4234.5864 4234.5864 9.2700 136.0000 55.1684 9.0089
4234.4340 4234.4340 9.4400 138.0000 52.8000 8.8200
4234.2816 4234.2816 9.2744 136.0000 51.5436 8.6700
4234.1292 4234.1292 9.1392 138.0000 50.9000 8.6700
4233.9768 4233.9768 8.7285 138.0000 47.9000 8.6300
4233.8244 4233.8244 8.6256 138.0000 46.6874 8.4444
4233.6720 4233.6720 8.7297 141.0000 46.5000 8.6000
4233.5196 4233.5196 8.9259 144.0000 47.4172 9.0117
4233.3672 4233.3672 8.8800 147.0000 47.7005 9.2700
4233.2148 4233.2148 9.3782 150.0000 45.4000 9.3100
4233.0624 4233.0624 9.8302 150.0000 40.7000 9.3100
4232.9100 4232.9100 10.7516 150.0000 32.7544 9.2000
4232.7576 4232.7576 10.5031 147.0000 27.1000 9.1800
4232.6052 4232.6052 10.0300 144.0000 23.3635 9.1600
4232.4528 4232.4528 9.8100 138.0000 21.9867 9.1200
4232.3004 4232.3004 9.5600 141.0000 22.4000 9.1200
4232.1480 4232.1480 9.5600 136.3312 21.8110 9.2089
4231.9956 4231.9956 9.5600 139.0000 20.9000 9.3530
4231.8432 4231.8432 9.5900 140.5211 19.8000 9.4900
4231.6908 4231.6908 9.5800 138.0000 19.1000 9.5200
4231.5384 4231.5384 9.6200 138.0000 20.3000 9.5600
4231.3860 4231.3860 9.7200 138.0000 21.9000 9.4685
4231.2336 4231.2336 9.7988 138.0000 22.9000 9.3312
4231.0812 4231.0812 9.8300 138.0000 24.3000 9.2700
4230.9288 4230.9288 9.8300 138.0000 24.3000 9.2700
4230.7764 4230.7764 9.8000 138.0000 25.1000 9.2300
4230.6240 4230.6240 9.8000 138.0000 26.6000 9.2000
4230.4716 4230.4716 9.8000 141.0000 30.1361 9.1600
4230.3192 4230.3192 9.5056 138.0000 34.8000 9.0500
4230.1668 4230.1668 9.3296 138.0000 40.0000 9.0804
4230.0144 4230.0144 9.0100 141.0000 43.2000 9.2054
4229.8620 4229.8620 8.9947 141.0000 44.8000 9.1647
4229.7096 4229.7096 8.9600 141.0000 44.9000 9.0500
4229.5572 4229.5572 9.0700 144.0000 44.1000 8.8493
4229.4048 4229.4048 9.2075 141.0000 43.7503 8.7400
4229.2524 4229.2524 9.1100 141.0000 45.2725 8.7000
4229.1000 4229.1000 8.9700 141.0000 48.0733 8.6157
4228.9476 4228.9476 8.8800 141.0000 52.2000 8.5900
4228.7952 4228.7952 9.0034 147.0000 57.7715 8.6534
4228.6428 4228.6428 9.4995 147.0000 61.6864 9.0795
4228.4904 4228.4904 9.3200 152.0000 64.2000 9.3437
4228.3380 4228.3380 9.2900 156.0000 65.5778 9.4200
4228.1856 4228.1856 9.2900 159.0000 64.1000 9.4200
4228.0332 4228.0332 9.2900 159.0000 63.3000 9.4200
4227.8808 4227.8808 9.3700 159.0000 61.8212 9.4200
4227.7284 4227.7284 9.4700 159.0000 61.0647 9.3800
4227.5760 4227.5760 9.3300 159.0000 60.4000 9.4200
4227.4236 4227.4236 9.3200 159.0000 60.6000 9.4800
4227.2712 4227.2712 9.3426 163.0000 60.1000 9.4900
4227.1188 4227.1188 9.4400 163.0000 59.4321 9.3400
4226.9664 4226.9664 9.3800 168.0000 58.6081 9.1592
4226.8140 4226.8140 9.2600 172.0000 56.7000 9.1200
4226.6616 4226.6616 9.2600 172.0000 55.3000 9.2000
4226.5092 4226.5092 9.1700 176.0000 51.6000 9.2000
4226.3568 4226.3568 8.9996 176.0000 49.3859 9.2000
4226.2044 4226.2044 8.9809 176.0000 48.6365 9.2000
4226.0520 4226.0520 9.0500 176.0000 47.4000 9.1500
4225.8996 4225.8996 8.9500 177.0000 47.0000 9.0244
4225.7472 4225.7472 8.8303 177.0000 50.4000 9.1200
4225.5948 4225.5948 8.7800 176.0000 53.9000 9.0900
4225.4424 4225.4424 8.8200 180.0000 57.6000 9.1500
4225.2900 4225.2900 9.0982 180.0000 60.9632 9.3400
4225.1376 4225.1376 9.2600 184.0000 63.8000 9.4200
4224.9852 4224.9852 9.1928 184.0000 65.4431 9.4900
4224.8328 4224.8328 9.1116 184.0000 65.7685 9.5200
4224.6804 4224.6804 9.1000 184.0000 66.5243 9.5600
4224.5280 4224.5280 9.1293 188.0000 66.6000 9.5600
4224.3756 4224.3756 9.2000 188.0000 67.5000 9.5700
4224.2232 4224.2232 9.2000 188.0000 68.2000 9.6300
4224.0708 4224.0708 9.2000 188.0000 67.5000 9.6600
4223.9184 4223.9184 9.2000 188.0000 66.9000 9.7000
4223.7660 4223.7660 9.2100 188.0000 65.9000 9.7200
4223.6136 4223.6136 9.2900 188.0000 65.6000 9.7700
4223.4612 4223.4612 9.2800 188.0000 65.2000 9.7271
4223.3088 4223.3088 9.2300 192.0000 66.0000 9.7400
4223.1564 4223.1564 9.1700 192.0000 66.5169 9.8400
4223.0040 4223.0040 9.1000 192.0000 67.0000 9.8700
4222.8516 4222.8516 9.0700 192.0000 66.6519 9.8700
4222.6992 4222.6992 9.0560 188.0000 63.9188 9.7640
4222.5468 4222.5468 9.0100 188.0000 60.5923 9.6500
4222.3944 4222.3944 8.9337 188.0000 57.7000 9.6300
4222.2420 4222.2420 8.7896 188.0000 57.1000 9.5700
4222.0896 4222.0896 8.8200 192.0000 57.0000 9.4900
4221.9372 4221.9372 8.8200 192.0000 59.1000 9.4900
4221.7848 4221.7848 8.9500 192.0000 62.4946 9.6200
4221.6324 4221.6324 8.9900 192.0000 63.8000 9.6600
4221.4800 4221.4800 8.9900 192.0000 63.8000 9.6600
4221.3276 4221.3276 9.0100 192.0000 64.4000 9.7300
4221.1752 4221.1752 9.0100 192.0000 63.0724 9.7700
4221.0228 4221.0228 9.0100 192.0000 59.9000 9.6807
4220.8704 4220.8704 9.0400 192.0000 55.9000 9.5666
4220.7180 4220.7180 9.0400 192.0000 52.5000 9.5600
4220.5656 4220.5656 9.0100 192.0000 51.2365 9.5600
4220.4132 4220.4132 8.9500 192.0000 50.8000 9.6300
4220.2608 4220.2608 8.9500 192.0000 52.7000 9.5981
4220.1084 4220.1084 9.0680 192.0000 53.1000 9.5600
4219.9560 4219.9560 9.0500 192.0000 51.8000 9.5600
4219.8036 4219.8036 8.9900 192.0000 50.0000 9.5462
4219.6512 4219.6512 8.9500 192.0000 47.6000 9.5900
4219.4988 4219.4988 8.9265 192.0000 48.6708 9.5900
4219.3464 4219.3464 9.0100 192.0000 49.5115 9.5600
4219.1940 4219.1940 9.0400 192.0000 50.5503 9.5600
4219.0416 4219.0416 9.0400 192.0000 50.1598 9.5700
4218.8892 4218.8892 9.0400 192.0000 47.0577 9.6258
4218.7368 4218.7368 9.0910 192.0000 45.7000 9.6900
4218.5844 4218.5844 9.2000 192.0000 44.8000 9.7000
4218.4320 4218.4320 9.2300 192.0000 45.9755 9.7300
4218.2796 4218.2796 9.2100 192.0000 47.4000 9.7700
4218.1272 4218.1272 9.2000 192.0000 48.7000 9.8200
4217.9748 4217.9748 9.2000 192.0000 50.4000 9.8700
4217.8224 4217.8224 9.2300 192.0000 50.3000 9.9100
4217.6700 4217.6700 9.2400 192.0000 49.9000 9.9100
4217.5176 4217.5176 9.2683 195.0000 49.9000 9.9400
4217.3652 4217.3652 9.3200 195.0000 49.6000 9.9700
4217.2128 4217.2128 9.3600 195.0000 49.2000 9.9700
4217.0604 4217.0604 9.4136 197.0000 48.7000 10.0100
4216.9080 4216.9080 9.4400 195.0000 47.9167 10.0400
4216.7556 4216.7556 9.4400 195.0000 48.1864 10.0400
4216.6032 4216.6032 9.4586 197.0000 48.5000 10.0400
4216.4508 4216.4508 9.4700 192.0000 48.8000 10.0800
4216.2984 4216.2984 9.4700 192.0000 49.3000 10.1000
4216.1460 4216.1460 9.4700 192.0000 49.1000 10.1400
4215.9936 4215.9936 9.4800 192.0000 48.6868 10.1700
4215.8412 4215.8412 9.5000 192.0000 48.4244 10.1800
4215.6888 4215.6888 9.5173 192.0000 49.5000 10.1900
4215.5364 4215.5364 9.5300 192.0000 51.5291 10.2100
4215.3840 4215.3840 9.5300 192.0000 51.1443 10.2400
4215.2316 4215.2316 9.5600 192.0000 50.9000 10.2700
4215.0792 4215.0792 9.5600 192.0000 49.3840 10.3100
4214.9268 4214.9268 9.6000 192.0000 47.5000 10.3200
4214.7744 4214.7744 9.6200 192.0000 48.7000 10.3500
4214.6220 4214.6220 9.6500 192.0000 49.5014 10.4100
4214.4696 4214.4696 9.6800 192.0000 49.5000 10.4400
4214.3172 4214.3172 9.7100 192.0000 50.9000 10.4400
4214.1648 4214.1648 9.7100 192.0000 51.1347 10.4400
4214.0124 4214.0124 9.7200 192.0000 51.6140 10.4700
4213.8600 4213.8600 9.7400 192.0000 52.7000 10.4700
4213.7076 4213.7076 9.7400 192.0000 53.1000 10.4800
4213.5552 4213.5552 9.7630 192.0000 53.1000 10.4900
4213.4028 4213.4028 9.7700 192.0000 52.0000 10.5000
4213.2504 4213.2504 9.7700 192.0000 51.1046 10.5000
4213.0980 4213.0980 9.7700 197.0000 50.2775 10.4800
4212.9456 4212.9456 9.7700 197.0000 49.4000 10.5000
4212.7932 4212.7932 9.7700 197.0000 50.1247 10.4800
4212.6408 4212.6408 9.7700 197.0000 52.3492 10.4700
4212.4884 4212.4884 9.7400 197.0000 52.7000 10.4700
4212.3360 4212.3360 9.7400 197.0000 51.3000 10.4700
4212.1836 4212.1836 9.7400 197.0000 50.1000 10.4700
4212.0312 4212.0312 9.7400 197.0000 50.1000 10.4700
4211.8788 4211.8788 9.7400 201.0000 48.3000 10.4500
4211.7264 4211.7264 9.7400 201.0000 48.9000 10.4400
4211.5740 4211.5740 9.7100 201.0000 51.6000 10.4400
4211.4216 4211.4216 9.7294 201.0000 51.6000 10.4394
4211.2692 4211.2692 9.7100 204.0000 52.6000 10.4100
4211.1168 4211.1168 9.7100 204.0000 53.1000 10.4100
4210.9644 4210.9644 9.7051 204.0000 52.9000 10.3700
4210.8120 4210.8120 9.6800 204.0000 52.8000 10.3700
4210.6596 4210.6596 9.6800 204.0000 53.2000 10.3349
4210.5072 4210.5072 9.6500 204.0000 53.8000 10.3400
4210.3548 4210.3548 9.6500 204.0000 53.6000 10.3100
4210.2024 4210.2024 9.6300 204.0000 55.3000 10.3100
4210.0500 4210.0500 9.6200 204.0000 55.5000 10.3100
4209.8976 4209.8976 9.5900 204.0000 56.0972 10.2700
4209.7452 4209.7452 9.5600 206.0000 55.3000 10.2400
4209.5928 4209.5928 9.5579 210.0000 56.7384 10.2100
4209.4404 4209.4404 9.5300 210.0000 58.0000 10.1800
4209.2880 4209.2880 9.5300 210.0000 56.8000 10.1500
4209.1356 4209.1356 9.4700 210.0000 56.0000 10.1100
4208.9832 4208.9832 9.4400 210.0000 53.3000 10.0400
4208.8308 4208.8308 9.3800 210.0000 50.5000 9.9575
4208.6784 4208.6784 9.3500 210.0000 49.7000 9.9200
4208.5260 4208.5260 9.3800 213.0000 49.0000 9.9100
4208.3736 4208.3736 9.3500 213.0000 50.1000 9.9100
4208.2212 4208.2212 9.3200 213.0000 50.4000 9.8400
4208.0688 4208.0688 9.3200 213.0000 49.3000 9.8000
4207.9164 4207.9164 9.3100 213.0000 49.9000 9.7700
4207.7640 4207.7640 9.3153 216.1968 48.7000 9.7547
4207.6116 4207.6116 9.3400 219.0000 49.7000 9.7700
4207.4592 4207.4592 9.3800 219.0000 50.5982 9.7300
4207.3068 4207.3068 9.3800 219.0000 50.5001 9.7300
4207.1544 4207.1544 9.3800 222.0000 48.9000 9.7158
4207.0020 4207.0020 9.3800 222.0000 48.7000 9.7000
4206.8496 4206.8496 9.4100 222.0000 47.6000 9.7000
4206.6972 4206.6972 9.4400 219.0000 48.4000 9.7000
4206.5448 4206.5448 9.4400 219.0000 51.3000 9.7000
4206.3924 4206.3924 9.4400 219.0000 52.9000 9.7000
4206.2400 4206.2400 9.4700 221.0000 54.4000 9.7000
4206.0876 4206.0876 9.5000 224.0000 54.1000 9.7000
4205.9352 4205.9352 9.5000 224.0000 54.1215 9.6600
4205.7828 4205.7828 9.5300 224.0000 53.3000 9.6600
4205.6304 4205.6304 9.5600 228.0000 53.2000 9.6400
4205.4780 4205.4780 9.5600 227.0000 52.7736 9.6300
4205.3256 4205.3256 9.5932 227.0000 52.2634 9.6300
4205.1732 4205.1732 9.6500 227.0000 52.7729 9.6300
4205.0208 4205.0208 9.7228 227.0000 52.6000 9.7000
4204.8684 4204.8684 9.7800 230.0000 52.9000 9.7000
4204.7160 4204.7160 9.3953 236.0000 54.0000 9.6384
4204.5636 4204.5636 9.8629 241.0000 55.4937 9.6300
4204.4112 4204.4112 10.0000 243.0000 55.4000 9.6600
4204.2588 4204.2588 10.0900 248.0000 55.4000 9.7100
4204.1064 4204.1064 10.1100 254.0000 55.7174 9.7300
4203.9540 4203.9540 10.1400 255.0000 57.4000 9.7700
4203.8016 4203.8016 10.1700 259.0000 60.7516 9.7700
4203.6492 4203.6492 10.2100 258.0000 62.7000 9.7700
4203.4968 4203.4968 10.2400 262.0000 64.2000 9.7900
4203.3444 4203.3444 10.2500 262.0000 65.7000 9.8000
4203.1920 4203.1920 10.2800 262.0000 65.3000 9.8400
4203.0396 4203.0396 10.3100 262.0000 65.2000 9.8400
4202.8872 4202.8872 10.3490 262.0000 63.9803 9.8400
4202.7348 4202.7348 10.3900 262.0000 62.5000 9.8400
4202.5824 4202.5824 10.3900 262.0000 62.5000 9.8400
4202.4300 4202.4300 10.4500 261.0000 63.2000 9.8700
4202.2776 4202.2776 10.4700 261.0000 63.9000 9.9100
4202.1252 4202.1252 10.5600 261.0000 64.3718 9.9100
4201.9728 4201.9728 10.6277 262.0000 66.5770 9.9700
4201.8204 4201.8204 10.6900 262.0000 66.9000 10.0100
4201.6680 4201.6680 10.7300 262.0000 67.7000 10.0400
4201.5156 4201.5156 10.7621 262.0000 69.3000 10.0400
4201.3632 4201.3632 10.8200 262.0000 66.2000 10.0882
4201.2108 4201.2108 10.8700 261.0000 67.2000 10.1800
4201.0584 4201.0584 10.9100 266.0000 68.2000 10.1800
4200.9060 4200.9060 10.9700 270.0000 68.5000 10.2100
4200.7536 4200.7536 11.0000 270.0000 70.1000 10.2100
4200.6012 4200.6012 11.0500 274.0000 70.5000 10.2100
4200.4488 4200.4488 11.0869 274.0000 71.6000 10.2100
4200.2964 4200.2964 11.6019 270.0000 76.1000 10.4310
4200.1440 4200.1440 12.4377 274.0000 79.0000 10.6000
4199.9916 4199.9916 13.1936 274.0000 81.9241 10.6900
4199.8392 4199.8392 14.2719 278.0000 84.7000 10.8200
4199.6868 4199.6868 15.8300 285.0000 85.6000 10.9700
4199.5344 4199.5344 15.7800 290.0000 87.2000 11.0000
4199.3820 4199.3820 15.5103 292.0000 88.2866 11.0100
4199.2296 4199.2296 15.2796 293.0000 88.6000 11.0204
4199.0772 4199.0771 15.5500 297.0000 86.8000 11.1200
4198.9248 4198.9248 16.8820 294.0000 86.1000 11.2700
4198.7724 4198.7724 16.7500 300.0000 84.3958 11.2700
4198.6200 4198.6200 16.7300 304.0000 85.3848 11.2700
4198.4676 4198.4676 16.6916 299.0000 85.7000 11.2700
4198.3152 4198.3152 16.6600 301.6275 85.6000 11.2700
4198.1628 4198.1628 16.6300 302.0000 88.1000 11.2700
4198.0104 4198.0104 16.6000 302.0000 86.2000 11.2700
4197.8580 4197.8580 16.6000 302.0000 86.2000 11.2700
4197.7056 4197.7056 16.5300 302.0000 87.4000 11.2700
4197.5532 4197.5532 16.4030 302.0000 86.9000 11.2700
4197.4008 4197.4008 15.5868 307.0000 86.0000 10.7789
4197.2484 4197.2484 14.4382 294.7277 85.8000 11.2754
4197.0960 4197.0960 14.3289 310.0000 83.8000 11.2128
4196.9436 4196.9436 15.4850 327.0000 83.4000 11.1075
4196.7912 4196.7912 16.0000 316.0000 82.4162 11.1800
4196.6388 4196.6388 16.0000 340.0000 81.7721 11.2100
4196.4864 4196.4864 16.0000 313.0000 83.0444 11.2100
4196.3340 4196.3340 15.9900 302.0000 83.2000 11.2100
4196.1816 4196.1816 15.9900 299.0000 82.9000 11.2400
4196.0292 4196.0292 15.9200 299.0000 83.2000 11.3000
4195.8768 4195.8768 16.4000 299.0000 83.3000 11.3000
4195.7244 4195.7244 16.3700 299.0000 84.6443 11.3300
4195.5720 4195.5720 16.3200 297.0000 84.6054 11.3600
4195.4196 4195.4196 16.2400 300.0000 84.6000 11.3600
4195.2672 4195.2672 15.3249 312.0000 83.3858 11.3600
4195.1148 4195.1148 16.1549 312.0000 82.8978 11.1851
4194.9624 4194.9624 14.6370 322.3034 84.1000 11.1310
4194.8100 4194.8100 15.3306 328.0000 86.5000 11.1569
4194.6576 4194.6576 15.2800 308.0000 89.2000 11.1500
4194.5052 4194.5052 15.2500 297.0102 89.3000 11.1500
4194.3528 4194.3528 15.2100 299.0000 90.0000 11.1500
4194.2004 4194.2004 15.1100 294.0000 88.2000 11.1500
4194.0480 4194.0480 14.6846 296.7696 87.3000 11.1500
4193.8956 4193.8956 14.4391 299.0000 87.6819 10.9782
4193.7432 4193.7432 14.0827 291.0000 84.7000 10.9721
4193.5908 4193.5908 15.4682 313.0000 84.9000 10.9480
4193.4384 4193.4384 16.1144 316.0000 84.0039 11.0568
4193.2860 4193.2860 16.7400 311.0000 85.4015 11.0600
4193.1336 4193.1336 16.7400 311.0000 85.5977 11.0600
4192.9812 4192.9812 16.7300 322.0000 87.8000 11.0600
4192.8288 4192.8288 16.7400 301.0000 88.4000 11.0600
4192.6764 4192.6764 16.7000 296.0000 89.0780 11.0600
4192.5240 4192.5240 16.5900 299.0000 87.8000 11.0100
4192.3716 4192.3716 16.6300 297.0000 87.0000 11.0500
4192.2192 4192.2192 17.0254 297.0000 90.1000 10.9500
4192.0668 4192.0668 16.9300 296.0000 91.5199 10.9700
4191.9144 4191.9144 16.9000 296.0000 92.1593 10.9700
4191.7620 4191.7620 16.8700 292.0000 92.4000 10.9700
4191.6096 4191.6096 16.6900 297.0000 90.3000 10.9700
4191.4572 4191.4572 16.4314 296.0000 88.4000 10.9700
4191.3048 4191.3048 14.6138 299.0000 88.6000 11.0038
4191.1524 4191.1523 16.3800 289.0000 87.5000 10.9200
4191.0000 4191.0000 14.3680 285.0000 85.9000 11.0600
4190.8476 4190.8476 14.9700 285.0000 86.8811 11.0300
4190.6952 4190.6952 14.8800 278.4230 84.4000 11.0300
4190.5428 4190.5428 14.3267 304.0000 82.7000 10.9700
4190.3904 4190.3904 15.0723 308.0000 83.2754 11.0000
4190.2380 4190.2380 15.7501 306.5728 82.4000 10.9886
4190.0856 4190.0856 17.4400 303.0000 81.5807 11.0600
4189.9332 4189.9332 17.4200 307.0000 83.0000 11.0900
4189.7808 4189.7808 17.3900 299.5843 80.3000 11.1200
4189.6284 4189.6284 17.3500 299.0000 78.4593 11.1200
4189.4760 4189.4760 17.3400 301.0000 77.2770 11.1200
4189.3236 4189.3236 17.3000 301.0000 77.0547 11.1500
4189.1712 4189.1712 15.6345 307.0000 76.8000 11.1586
4189.0188 4189.0188 17.5185 312.0000 75.4000 11.2800
4188.8664 4188.8664 18.4865 312.0000 74.0000 11.3281
4188.7140 4188.7140 18.7000 312.0000 71.2000 11.3000
4188.5616 4188.5616 18.6600 308.0000 70.5000 11.3000
4188.4092 4188.4092 18.6600 308.0000 70.7960 11.3000
4188.2568 4188.2568 18.6500 297.5000 73.2500 11.3000
4188.1044 4188.1044 18.6500 299.0000 77.4000 11.3000
4187.9520 4187.9520 18.4997 297.0000 79.7000 11.3000
4187.7996 4187.7996 18.4500 297.0000 79.1000 11.3000
4187.6472 4187.6472 18.4100 297.0000 78.2000 11.3000
4187.4948 4187.4948 18.3800 297.0000 74.5070 11.3000
4187.3424 4187.3424 18.3600 297.0000 72.2000 11.3000
4187.1900 4187.1900 18.1497 297.0000 72.6000 11.3000
4187.0376 4187.0376 17.8850 320.0000 71.5000 11.5690
4186.8852 4186.8852 19.8256 3.6890 70.8000 13.2733
4186.7328 4186.7328 19.7423 24.0000 71.9000 12.6692
4186.5804 4186.5804 19.7800 21.0000 71.8000 12.4500
4186.4280 4186.4280 19.7900 354.2544 72.9746 12.4200
4186.2756 4186.2756 19.7900 289.0000 72.2810 12.3800
4186.1232 4186.1232 19.7600 292.0000 71.6000 12.3223
4185.9708 4185.9708 19.6500 290.0000 72.8000 12.2900
4185.8184 4185.8184 19.4000 290.0000 69.9000 12.2221
4185.6660 4185.6660 19.1480 294.0000 75.5000 12.0459
4185.5136 4185.5136 18.5200 294.0000 85.6000 11.7500
4185.3612 4185.3612 18.4900 294.0000 94.6000 11.7400
4185.2088 4185.2088 18.3472 294.0000 106.8913 11.7436
4185.0564 4185.0564 19.2958 6.5914 110.8000 15.5561
4184.9040 4184.9040 17.2268 29.0000 112.0000 11.5102
4184.7516 4184.7516 16.2899 29.7107 113.9000 11.2893
4184.5992 4184.5992 15.5400 30.0000 119.1000 11.2100
