WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       GR         CALI       MSFL       DT         TT1        TT2        TT3        TT4        TENS       
M          GAPI       IN         OHMM       US/F       US         US         US         US         LB         
3962.602   38.3000    8.459999   48.98      62.60000   295.0000   292.0000   423.0000   418.0000   4309.000   
3962.449   36.6000    8.469999   36.98      63.10000   300.0000   291.0000   422.0000   417.0000   4299.000   
3962.296   37.2000    8.469999   29.99      63.70000   303.0000   291.0000   424.0000   418.0000   4274.000   
3962.144   39.2000    8.430000   27.99      63.90001   304.0000   291.0000   426.0000   420.0000   4274.000   
3961.992   43.4000    8.400000   29.99      63.50000   307.0000   294.0000   428.0000   421.0000   4289.000   
3961.839   49.9000    8.379999   38.99      62.20000   310.0000   298.0000   431.0000   422.0000   4294.000   
3961.687   55.3000    8.410000   53.95      61.00000   312.0000   302.0000   436.0000   425.0000   4323.000   
3961.535   56.7000    8.410000   71.94      60.50000   311.0000   303.0000   434.0000   427.0000   4328.000   
3961.382   55.5000    8.420000   87.90      60.50000   310.0000   306.0000   432.0000   426.0000   4338.000   
3961.229   55.5000    8.420000   100.00     60.90000   308.0000   301.0000   430.0000   429.0000   4357.000   
3961.077   56.1000    8.439999   103.99     61.10000   307.0000   300.0000   429.0000   429.0000   4352.000   
3960.925   55.4000    8.420000   97.95      61.00000   306.0000   298.0000   428.0000   424.0000   4357.000   
3960.772   54.5000    8.430000   80.91      61.20000   304.0000   297.0000   427.0000   423.0000   4357.000   
3960.620   54.7000    8.420000   63.97      61.80000   301.0000   293.0000   429.0000   423.0000   4348.000   
3960.468   55.4000    8.400000   52.97      61.80000   300.0000   291.0000   427.0000   422.0000   4328.000   
3960.315   54.8000    8.340000   52.00      61.30000   302.0000   293.0000   424.0000   418.0000   4318.000   
3960.163   53.4000    8.299999   58.88      61.10000   304.0000   296.0000   424.0000   417.0000   4357.000   
3960.011   53.5000    8.330000   65.92      60.90000   304.0000   295.0000   425.0000   417.0000   4338.000   
3959.858   55.6000    8.330000   64.86      60.70000   305.0000   299.0000   424.0000   418.0000   4372.000   
3959.706   58.6000    8.320000   59.98      61.10000   302.0000   303.0000   425.0000   418.0000   4377.000   
3959.553   60.4000    8.309999   56.89      62.20000   302.0000   301.0000   425.0000   423.0000   4392.000   
3959.401   60.4000    8.299999   52.97      63.40000   303.0000   301.0000   424.0000   428.0000   4367.000   
3959.249   60.4000    8.309999   40.93      64.39999   304.0000   300.0000   425.0000   426.0000   4352.000   
3959.096   60.7000    8.279999   22.23      65.30000   302.0000   299.0000   430.0000   428.0000   4318.000   
3958.944   59.2000    8.230000   18.54      65.80000   302.0000   295.0000   433.0000   429.0000   4338.000   
3958.792   55.0000    8.199999   18.20      65.09999   306.0000   297.0000   434.0000   430.0000   4333.000   
3958.639   50.0000    8.109999   21.78      63.60001   308.0000   303.0000   436.0000   432.0000   4357.000   
3958.486   47.2000    8.109999   30.34      62.20000   312.0000   306.0000   438.0000   431.0000   4333.000   
3958.334   46.0000    8.189999   44.98      61.80000   316.0000   309.0000   438.0000   432.0000   4313.000   
3958.182   45.0000    8.219999   43.95      62.90000   317.0000   310.0000   439.0000   433.0000   4323.000   
3958.029   44.3000    8.209999   36.98      64.39999   314.0000   314.0000   440.0000   435.0000   4323.000   
3957.877   44.3000    8.199999   29.99      65.00000   313.0000   313.0000   441.0000   435.0000   4328.000   
3957.725   44.2000    8.199999   27.99      64.70000   312.0000   313.0000   440.0000   443.0000   4343.000   
3957.572   42.9000    8.170000   26.98      64.00000   311.0000   315.0000   443.0000   443.0000   4333.000   
3957.420   40.5000    8.219999   25.64      63.30000   310.0000   316.0000   445.0000   444.0000   4328.000   
3957.267   39.1000    8.240000   23.28      62.50000   312.0000   317.0000   445.0000   444.0000   4333.000   
