WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       CALI       GR         BIT        FFDC       NFDC       RHOB       DRHO        FCNL       NCNL       NPHI       TENS       
M          IN         GAPI       IN         CPS        CPS        G/CC       G/CC        CPS        CPS        LS         LB         
5853.275   8.64053    65.4876    8.500000   373.479    542.3463   2.490591   0.117769    684.279    670.9248   2.6256     6205.835   
5853.123   8.62588    62.9723    8.500000   394.794    562.7501   2.476991   0.137200    685.501    671.3779   2.6031     6252.805   
5852.971   8.75771    60.3180    8.500000   421.899    587.0632   2.453207   0.158887    687.938    677.3248   2.5862     6280.255   
5852.818   9.07996    55.4996    8.500000   455.501    597.9355   2.415554   0.158740    686.406    684.5671   2.5092     6296.115   
5852.666   9.21179    47.2858    8.500000   485.671    601.3981   2.376400   0.150697    676.205    683.5458   2.6011     6261.345   
5852.514   9.22643    40.4649    8.500000   505.755    608.3329   2.351441   0.152076    653.536    669.3513   2.7897     6113.115   
5852.361   9.22644    42.2040    8.500000   513.932    611.4182   2.341315   0.153051    624.244    647.3083   3.0255     6086.580   
5852.209   9.22644    47.8713    8.500000   518.946    616.6287   2.339625   0.158125    595.026    626.4072   3.2609     6036.255   
5852.057   9.24108    53.2627    8.500000   526.273    627.4159   2.340405   0.169657    575.030    610.2069   3.4227     6078.345   
5851.904   9.22644    52.0496    8.500000   527.227    626.9994   2.340963   0.168746    570.168    608.1663   3.5032     6122.265   
5851.752   9.22644    44.2656    8.500000   501.691    599.4966   2.352411   0.141594    574.495    610.4656   3.5426     6113.725   
5851.600   8.96278    33.8153    8.500000   444.949    561.5929   2.390022   0.111601    578.367    619.8323   3.8894     6086.274   
5851.447   8.86025    29.0291    8.500000   392.923    542.0325   2.443616   0.107151    589.470    637.3677   4.0924     6146.055   
5851.295   9.02137    26.5102    8.500000   380.801    553.5876   2.479671   0.130845    607.920    655.3479   3.8373     6136.904   
5851.143   9.47544    26.6345    8.500000   412.949    593.3984   2.477592   0.172043    630.894    664.1014   3.0393     6166.185   
5850.990   9.49009    27.9734    8.500000   463.449    631.6390   2.446564   0.200600    655.267    669.7650   2.5690     6106.404   
5850.838   9.50474    29.7012    8.500000   496.981    641.4182   2.412340   0.199340    672.736    668.5546   2.2424     6126.229   
5850.685   9.49009    30.5069    8.500000   501.619    634.6859   2.393067   0.188765    677.204    665.1025   2.0951     6111.895   
5850.532   9.50474    31.3752    8.500000   494.868    625.3134   2.386755   0.179177    675.997    663.1189   2.0579     6081.395   
5850.380   9.49009    31.2546    8.500000   492.842    619.6353   2.380870   0.172458    670.751    660.8174   2.1172     6115.859   
5850.228   9.40220    31.4091    8.500000   502.021    620.9808   2.373290   0.170563    662.819    660.0576   2.2993     6131.415   
5850.075   9.19714    32.3304    8.500000   508.723    627.0745   2.369408   0.175982    655.428    664.3694   2.6629     6066.755   
5849.923   9.22643    33.4741    8.500000   511.854    632.6294   2.371601   0.182046    647.538    669.4529   2.9359     6100.915   
5849.771   9.47544    34.5792    8.500000   505.624    630.0873   2.376216   0.181165    639.290    671.4274   2.9732     6139.955   
5849.618   9.56333    36.8928    8.500000   494.576    619.9510   2.377459   0.172177    631.612    667.6066   3.0464     6202.784   
5849.466   9.54868    38.8025    8.500000   497.363    617.0221   2.364281   0.167140    624.119    661.8495   3.1114     6243.044   
5849.313   9.56333    39.9632    8.500000   527.847    623.3893   2.332918   0.163738    618.748    654.8490   3.0783     6270.189   
5849.161   9.56333    39.5011    8.500000   568.747    635.4187   2.292813   0.164621    610.702    643.9454   3.0587     6277.204   
5849.009   9.56882    38.4707    8.500000   609.688    648.9778   2.255319   0.168182    587.952    622.6744   3.1779     6176.555   
5848.856   9.54868    38.3455    8.500000   638.552    652.0558   2.231655   0.162849    553.741    598.1973   3.5672     6070.415   
5848.704   9.56333    41.6524    8.500000   632.979    650.1351   2.233550   0.162163    521.126    581.0690   4.0977     6082.005   
5848.552   9.56333    44.5690    8.500000   608.039    650.4644   2.261722   0.170614    503.435    576.7855   4.5352     6020.395   
5848.399   9.56333    45.4275    8.500000   572.050    648.4902   2.301285   0.180294    509.147    584.5883   4.6146     6053.335   
5848.247   9.56333    43.8770    8.500000   542.298    644.7969   2.329890   0.186246    528.679    597.0667   4.3643     6109.455   
5848.095   9.56333    42.1115    8.500000   540.532    640.7607   2.330018   0.181708    545.878    604.6605   4.0219     6174.115   
5847.941   9.56333    41.5242    8.500000   560.907    638.1312   2.306707   0.170916    553.870    605.6691   3.7961     6219.864   
5847.789   9.56333    43.2210    8.500000   583.587    639.9543   2.281641   0.165352    553.461    605.0636   3.7549     6252.805   
5847.637   9.56333    44.6681    8.500000   593.503    641.3820   2.266693   0.163828    551.054    605.9387   3.8181     6266.225   
5847.484   9.57798    45.3642    8.500000   599.317    641.9867   2.262831   0.162658    552.466    608.8680   3.8492     6262.564   
5847.332   9.56882    46.9518    8.500000   588.888    638.0178   2.267347   0.161039    556.787    612.7867   3.8057     6155.204   
5847.180   9.57798    46.8306    8.500000   575.940    631.5336   2.278800   0.157041    569.398    620.7313   3.5355     6083.225   
5847.027   9.59262    44.4517    8.500000   559.125    627.6234   2.288494   0.157828    595.260    628.7927   2.9879     6074.075   
5846.875   9.59262    40.2437    8.500000   561.984    627.8921   2.285147   0.157164    626.272    635.9498   2.4573     6044.795   
5846.723   9.57797    34.6443    8.500000   582.298    630.6179   2.260848   0.153648    647.402    641.1919   2.1476     6050.895   
5846.570   9.59262    30.6028    8.500000   623.613    637.5936   2.223651   0.149042    659.301    645.2489   1.9803     6096.645   
5846.418   9.60178    31.0027    8.500000   657.872    641.1921   2.188258   0.143007    665.023    645.8444   1.8939     6152.155   
5846.266   9.59262    32.7809    8.500000   674.221    638.6552   2.168221   0.134824    674.168    652.1226   1.8175     6196.075   
5846.113   9.59262    35.3856    8.500000   669.370    635.4811   2.163455   0.132150    690.283    657.4353   1.7030     6226.575   
5845.961   9.59262    38.0170    8.500000   660.486    629.4462   2.174083   0.126934    704.735    661.5897   1.5930     6205.835   
5845.809   9.60727    39.6832    8.500000   631.050    627.1731   2.203532   0.133055    707.188    660.5796   1.5459     6207.055   
5845.656   9.62192    41.4625    8.500000   596.417    631.8965   2.247584   0.150535    699.849    657.6300   1.5822     6182.655   
5845.504   9.60727    42.2085    8.500000   571.327    640.0459   2.288793   0.169712    685.305    652.5021   1.7021     6118.909   
5845.351   9.62192    40.9681    8.500000   551.968    639.5906   2.317194   0.176013    667.955    647.4065   1.8397     6063.704   
5845.198   9.62192    37.8423    8.500000   524.440    620.6996   2.331904   0.161458    658.526    646.4329   1.9303     6102.744   
5845.046   9.57798    34.9177    8.500000   491.406    584.5679   2.349856   0.124894    674.959    658.6575   1.8810     6112.505   
5844.894   9.53587    31.9262    8.500000   439.595    556.7350   2.392742   0.106840    723.644    685.7865   1.6707     6100.915   
5844.741   9.47544    29.9037    8.500000   397.665    555.3344   2.454396   0.124790    782.633    716.3672   1.4288     6121.044   
5844.589   9.43150    27.6402    8.500000   390.093    579.9729   2.500775   0.164508    833.050    741.3960   1.2543     6155.204   
5844.437   9.38756    26.5646    8.500000   408.390    611.9929   2.512369   0.199760    852.376    751.8706   1.2152     6113.115   
5844.284   9.37291    25.6183    8.500000   437.069    635.3384   2.492924   0.217138    839.672    751.6866   1.3128     6081.090   
5844.132   9.38756    26.4650    8.500000   469.406    646.1100   2.455632   0.216770    808.466    744.6464   1.5020     6080.175   
5843.979   9.38756    28.6745    8.500000   502.467    653.6782   2.419453   0.212795    777.156    735.5621   1.7079     6159.475   
5843.827   9.40220    32.3815    8.500000   516.324    656.9174   2.401184   0.211444    751.119    720.0308   1.8138     6218.035   
5843.675   9.59262    35.7440    8.500000   502.448    644.6255   2.404995   0.201276    738.024    704.6505   1.7200     6249.755   
5843.522   9.60727    37.1822    8.500000   474.776    626.9750   2.410931   0.189652    732.384    695.6953   1.6785     6280.255   
5843.370   9.51939    35.9542    8.500000   476.356    614.0518   2.390909   0.171775    730.248    692.9418   1.7069     6305.875   
5843.218   9.65121    33.3544    8.500000   517.485    616.4091   2.334819   0.158394    726.562    690.1152   1.6483     6260.124   
5843.065   9.65121    31.3490    8.500000   589.572    631.5044   2.267119   0.152329    721.277    686.3546   1.6359     6127.755   
5842.913   9.66586    31.2202    8.500000   646.905    650.2742   2.218006   0.157990    718.659    677.7184   1.5915     6043.575   
5842.760   9.65121    32.7961    8.500000   665.888    655.5270   2.201693   0.158860    712.606    670.4902   1.5610     5995.080   
5842.607   9.65121    34.1553    8.500000   655.162    657.9659   2.208149   0.165176    705.317    661.7815   1.5576     6050.895   
5842.455   9.66586    34.1308    8.500000   643.496    657.4877   2.227108   0.168164    691.970    652.8015   1.6116     6086.274   
5842.303   9.65121    33.6689    8.500000   621.109    660.0017   2.256511   0.178393    668.263    642.4701   1.8276     6121.044   
5842.150   9.68051    34.1762    8.500000   591.802    663.6738   2.296896   0.192636    635.819    638.6145   2.1760     6166.795   
5841.998   9.69516    34.4419    8.500000   563.262    669.4725   2.333971   0.209702    612.322    635.3469   2.5674     6128.975   
5841.846   9.65121    34.8548    8.500000   557.331    676.2799   2.350842   0.220181    603.639    636.3527   2.7762     6111.284   
5841.693   9.69516    34.4115    8.500000   573.280    684.6428   2.341160   0.224700    612.580    634.9817   2.5613     6168.015   
5841.541   9.69516    32.7408    8.500000   601.251    689.0642   2.318061   0.220499    631.166    634.0168   2.2423     6205.835   
5841.389   9.69516    31.3578    8.500000   617.417    690.4535   2.298668   0.216860    642.934    633.4921   2.0443     6206.750   
5841.236   9.70065    30.3940    8.500000   623.351    690.9600   2.291433   0.215557    643.623    634.9158   1.9991     6254.024   
5841.084   9.69516    27.0446    8.500000   619.226    690.1210   2.291883   0.215879    642.186    635.6223   1.9902     6272.935   
5840.932   9.69516    23.0171    8.500000   618.787    690.9943   2.295111   0.217066    650.211    636.6646   1.9241     6111.895   
5840.779   9.69516    21.3699    8.500000   611.809    687.6500   2.298720   0.215323    664.672    645.2932   1.8359     6055.164   
5840.627   9.70065    22.1972    8.500000   598.909    676.6714   2.307799   0.206280    683.292    658.8240   1.7855     6039.915   
5840.475   9.68051    24.4890    8.500000   569.111    662.3668   2.330926   0.198820    697.158    673.6919   1.7753     6021.615   
5840.322   9.59262    26.0297    8.500000   531.363    654.2677   2.370482   0.202367    709.139    682.1703   1.7877     6036.864   
5840.170   9.37291    25.4958    8.500000   498.662    653.9430   2.414299   0.214648    713.376    681.4558   1.8340     6119.824   
5840.017   9.53403    23.3691    8.500000   482.825    661.0486   2.446137   0.230029    714.051    675.9581   1.6982     6147.885   
5839.864   9.55234    21.9111    8.500000   481.889    667.8696   2.455052   0.238901    710.638    673.4385   1.6933     6159.475   
5839.712   9.56333    21.5897    8.500000   494.729    669.8032   2.445683   0.236035    704.379    673.4941   1.7646     6143.005   
5839.560   9.57798    23.5063    8.500000   504.056    670.3503   2.432022   0.232978    698.885    677.6941   1.8495     6102.439   
5839.407   9.53586    28.1113    8.500000   507.678    668.0842   2.423584   0.228749    700.139    680.7063   1.9491     6146.055   
5839.255   9.57797    34.2809    8.500000   506.643    664.4803   2.420969   0.224686    689.506    676.6687   2.0422     6166.795   
5839.103   9.56333    39.1090    8.500000   502.968    662.7845   2.420603   0.224028    665.762    667.6279   2.2438     6159.779   
5838.950   9.56333    39.4696    8.500000   500.068    655.6183   2.416807   0.216200    636.358    648.6423   2.4435     6146.055   
5838.798   9.49009    35.8096    8.500000   503.807    652.2196   2.395940   0.210416    608.673    625.9447   2.5959     6089.935   
5838.646   9.43699    30.2648    8.500000   544.100    656.6390   2.355126   0.200623    594.035    608.1287   2.5630     6077.124   
5838.493   9.70980    25.8223    8.500000   589.005    668.0505   2.312880   0.199016    594.613    596.9919   2.2192     6064.925   
5838.341   9.75374    23.8183    8.500000   616.086    680.7581   2.297670   0.205606    596.209    593.0526   2.0996     6126.535   
5838.188   9.78304    24.1530    8.500000   605.625    690.5674   2.316422   0.220852    596.687    596.9203   2.0918     6155.814   
5838.036   9.76656    24.5219    8.500000   559.280    677.2190   2.363044   0.220630    598.500    600.4281   2.1615     6157.035   
5837.884   9.65121    24.8303    8.500000   494.516    654.1050   2.409805   0.216521    607.710    615.0073   2.2495     6182.044   
5837.731   9.47544    24.2713    8.500000   473.894    637.1271   2.420809   0.203298    632.321    632.5198   2.2762     6167.100   
5837.579   9.49009    24.5016    8.500000   502.460    636.0864   2.375072   0.190252    658.155    649.0594   2.0886     6087.495   
5837.426   9.73360    24.5456    8.500000   584.438    650.4142   2.287365   0.178459    682.339    658.8932   1.7517     6112.505   
5837.273   9.73909    24.3135    8.500000   689.032    668.4697   2.188801   0.168191    707.422    666.6249   1.5370     6121.044   
5837.121   9.76839    23.4775    8.500000   777.643    678.5110   2.108938   0.156339    731.065    672.6672   1.3518     6120.435   
5836.969   9.75008    23.8404    8.500000   825.406    677.7178   2.060458   0.143461    756.635    688.2107   1.2388     6146.055   
5836.816   9.75374    24.4480    8.500000   841.651    677.9042   2.040716   0.139793    782.268    701.8672   1.1639     6124.095   
5836.664   9.76839    26.3903    8.500000   841.417    678.3346   2.042051   0.140374    793.696    710.8804   1.1221     6105.795   
5836.512   9.75374    27.5413    8.500000   828.416    683.6903   2.063243   0.149985    794.546    710.7123   1.1110     6085.664   
5836.359   9.76839    27.0973    8.500000   784.741    686.2198   2.105278   0.163858    792.930    705.8795   1.0906     6061.265   
5836.207   9.78304    26.2363    8.500000   729.951    688.2036   2.158000   0.180707    785.274    700.3351   1.0836     6138.734   
5836.055   9.81233    25.1915    8.500000   683.115    685.4630   2.206090   0.190662    782.441    698.6843   1.0776     6155.204   
5835.902   9.79768    24.5985    8.500000   654.271    686.7919   2.238822   0.200883    786.625    701.7965   1.0632     6201.564   
5835.750   9.81599    24.8162    8.500000   643.759    686.1302   2.254230   0.203321    800.434    706.7976   0.9947     6238.774   
5835.598   9.82698    25.0325    8.500000   643.986    687.1754   2.259917   0.204510    811.530    706.3492   0.9280     6275.984   
5835.445   9.82698    25.0342    8.500000   638.409    687.4587   2.265074   0.206589    810.457    705.6628   0.9394     6314.415   
5835.293   9.81233    25.0303    8.500000   631.925    685.7618   2.270660   0.206587    795.081    706.2468   1.0562     6352.234   
5835.141   9.81599    24.0741    8.500000   626.716    683.1177   2.277072   0.205047    775.771    706.8639   1.2219     6224.135   
5834.988   9.81233    22.9431    8.500000   617.631    683.4871   2.287136   0.208411    757.540    705.4286   1.3517     6091.765   
5834.835   9.82698    22.4310    8.500000   606.030    682.4972   2.299890   0.211003    751.200    699.0453   1.3347     6038.084   
5834.683   9.83247    21.4794    8.500000   592.970    678.2441   2.312529   0.210192    753.880    683.8214   1.2116     6071.635   
5834.530   9.84162    20.5290    8.500000   577.046    671.0856   2.322991   0.206862    751.741    672.1995   1.1046     6118.604   
5834.378   9.73909    19.8684    8.500000   568.197    665.5730   2.327443   0.203132    742.255    662.5942   1.1490     6150.324   
5834.226   9.63656    20.0573    8.500000   569.500    662.8308   2.325406   0.199263    723.559    657.8156   1.3095     6131.415   
5834.073   9.66768    21.1406    8.500000   574.061    664.5171   2.323356   0.199768    703.369    657.6172   1.4879     6165.575   
5833.921   9.73909    24.2505    8.500000   570.219    663.9840   2.325672   0.200447    690.575    660.1025   1.6241     6173.505   
5833.769   9.78304    28.2235    8.500000   551.893    647.5692   2.333646   0.186287    688.977    663.1903   1.6949     6185.095   
5833.616   9.75374    30.8372    8.500000   512.832    615.8177   2.348012   0.159405    697.297    673.3850   1.7296     6122.875   
5833.464   9.71712    31.7502    8.500000   472.679    584.2655   2.373359   0.132229    711.315    683.8586   1.7302     6150.020   
5833.312   9.69515    31.0796    8.500000   435.559    568.7990   2.411273   0.126400    724.857    694.9783   1.6866     6115.555   
5833.159   9.63656    30.0270    8.500000   414.497    575.1099   2.444527   0.145424    743.464    704.0896   1.6284     6111.284   
5833.007   9.53586    29.4161    8.500000   434.884    601.8806   2.438807   0.173432    758.961    710.3549   1.5537     6099.694   
5832.854   9.69515    29.3729    8.500000   497.183    629.1616   2.387933   0.183314    771.805    708.6401   1.3502     6075.295   
5832.702   9.82698    28.6551    8.500000   564.918    651.0913   2.326592   0.186109    781.776    707.4713   1.1844     6089.935   
5832.550   9.86543    27.4463    8.500000   605.655    665.9672   2.294762   0.190864    789.535    708.2374   1.1120     6096.949   
5832.397   9.87092    26.1894    8.500000   603.481    676.3243   2.306249   0.204336    796.628    715.2594   1.0854     6158.255   
5832.245   9.84162    25.9226    8.500000   566.744    678.7200   2.347770   0.219808    810.320    723.8850   1.0981     6203.090   
5832.092   9.79951    25.4779    8.500000   529.735    675.8450   2.382584   0.229795    817.237    735.7983   1.1529     6221.694   
5831.939   9.82698    24.7240    8.500000   529.105    669.2765   2.381027   0.221962    816.166    742.9735   1.2378     6196.685   
5831.787   9.82698    24.1652    8.500000   552.917    662.0999   2.347941   0.204256    803.563    746.9578   1.3653     6124.095   
5831.635   9.83247    23.8571    8.500000   583.201    662.2299   2.311954   0.193763    790.049    744.6890   1.4488     6135.989   
5831.482   9.84162    24.5941    8.500000   603.292    668.5066   2.293257   0.194790    785.845    736.7421   1.3992     6065.535   
5831.330   9.84162    25.9121    8.500000   606.697    675.8953   2.297525   0.202750    784.874    717.4264   1.2616     6047.540   
5831.178   9.83247    26.5263    8.500000   590.862    680.7717   2.306878   0.213977    763.804    686.9076   1.1758     6070.415   
5831.025   9.82698    26.1006    8.500000   599.099    677.6958   2.294668   0.207468    725.670    658.6144   1.2468     6031.375   
5830.873   9.75374    26.2332    8.500000   627.812    669.2737   2.258516   0.187777    682.216    640.5975   1.5006     6040.524   
5830.721   9.88191    26.6281    8.500000   655.486    664.7832   2.225782   0.173594    651.486    633.1361   1.7055     6052.725   
5830.568   9.90022    28.2906    8.500000   668.381    671.4031   2.215856   0.177891    641.525    634.8849   1.8500     6101.220   
5830.416   9.90022    29.2219    8.500000   664.639    680.1007   2.229648   0.189650    650.376    639.6863   1.8379     6158.255   
5830.264   9.91486    29.1121    8.500000   645.569    688.1587   2.256284   0.205201    661.100    642.2388   1.7342     6194.854   
5830.111   9.92951    27.4076    8.500000   621.181    686.5145   2.283298   0.210918    674.980    649.6621   1.6374     6177.774   
5829.959   9.92951    25.2178    8.500000   601.162    681.0995   2.300346   0.210921    690.351    659.6775   1.5877     6126.535   
5829.807   9.92951    23.1931    8.500000   592.987    674.0515   2.293888   0.205061    697.129    666.9534   1.6089     6132.024   
5829.654   9.93134    22.4380    8.500000   624.234    669.1927   2.250254   0.188818    689.457    668.7637   1.7171     6097.864   
5829.501   9.92951    21.9459    8.500000   687.166    661.6766   2.172642   0.160293    667.321    659.6189   1.9012     6036.864   
5829.349   9.93134    22.4967    8.500000   764.778    651.6516   2.086831   0.126292    635.770    642.6686   2.0977     6003.314   
5829.196   9.92951    22.8654    8.500000   822.818    643.0206   2.019661   0.100655    616.520    629.8818   2.1603     6039.305   
5829.044   9.92951    22.7963    8.500000   851.010    636.2870   1.982597   0.085223    626.937    627.5481   1.9905     6126.535   
5828.892   9.93134    24.5250    8.500000   857.468    634.2347   1.966593   0.081043    654.540    634.3013   1.7216     6179.604   
5828.739   9.92951    28.3437    8.500000   868.411    635.0000   1.959671   0.079506    684.493    648.4691   1.5458     6215.595   
5828.587   9.92951    33.2901    8.500000   874.717    637.9751   1.967312   0.081923    695.133    658.3970   1.5552     6237.555   
5828.435   9.92951    40.4450    8.500000   838.854    643.3530   2.002809   0.097224    676.209    657.9076   1.7864     6268.055   
5828.282   9.92951    50.6217    8.500000   764.773    637.8169   2.069278   0.108558    640.899    652.6761   2.2419     6231.455   
5828.130   9.91486    66.9814    8.500000   640.733    604.2003   2.167453   0.099171    594.248    635.5372   3.0212     6185.704   
5827.978   9.56332    87.2583    8.500000   491.919    554.3721   2.299565   0.080853    529.401    599.3051   4.5547     6119.824   
5827.825   9.15319    108.0426   8.500000   362.367    504.1237   2.450161   0.063408    452.419    552.0214   6.5755     6044.795   
5827.673   9.05066    124.1836   8.500000   281.168    472.2388   2.598356   0.060104    374.219    501.8975   8.9129     5975.255   
5827.521   9.00672    133.9705   8.500000   232.188    465.4736   2.715262   0.086427    306.736    461.0540   11.6307    6010.635   
5827.368   9.00672    136.2262   8.500000   220.801    472.7039   2.776809   0.109214    266.700    440.5479   14.0714    6010.635   
5827.216   9.00855    136.4285   8.500000   221.925    474.7999   2.789980   0.111854    250.184    433.8377   15.6152    6034.425   
5827.063   8.99207    134.1446   8.500000   222.474    473.8009   2.783615   0.109620    247.159    434.9188   16.1959    6109.455   
5826.910   8.88954    130.5263   8.500000   223.327    465.9548   2.773079   0.095056    251.031    438.9455   16.2074    6157.645   
5826.758   8.86024    127.9800   8.500000   221.664    458.7241   2.762099   0.083623    254.922    439.5275   15.8861    6185.704   
5826.605   8.84376    127.4485   8.500000   218.272    445.7181   2.752665   0.062935    256.234    437.0170   15.5769    6188.145   
5826.453   8.86024    126.6012   8.500000   213.460    432.0534   2.747747   0.041656    255.746    433.6330   15.3527    6155.204   
5826.301   8.84559    126.4073   8.500000   214.867    438.5706   2.716073   0.052717    254.873    430.4307   15.2722    6070.415   
5826.148   8.84376    120.8516   8.500000   270.291    472.3368   2.614918   0.068160    253.756    429.1030   15.2110    6161.305   
5825.996   9.25572    106.4270   8.500000   379.638    525.1702   2.460894   0.087904    254.241    427.5131   14.7584    6215.595   
5825.844   9.60726    87.0738    8.500000   511.780    584.5184   2.318010   0.116706    253.466    426.3387   14.4188    6265.005   
5825.691   9.89838    69.9381    8.500000   623.685    625.1063   2.217144   0.132672    252.692    426.7789   14.2425    6302.215   
5825.539   9.90021    59.6147    8.500000   683.852    637.3258   2.166097   0.130270    259.720    440.6541   14.0232    6332.715   
5825.387   9.88556    58.3007    8.500000   678.828    638.2073   2.165170   0.132885    287.946    470.3184   12.9256    6349.489   
5825.234   9.89838    59.6938    8.500000   642.545    636.9808   2.202370   0.142271    338.047    509.3958   10.8683    6182.044   
5825.082   9.88556    59.7905    8.500000   586.084    627.6361   2.261981   0.148436    399.316    546.3138   8.5741     6077.734   
5824.930   9.66585    57.3517    8.500000   514.146    607.9540   2.335220   0.148272    452.302    570.0865   6.8937     6035.035   
5824.777   9.29967    53.1222    8.500000   444.128    583.0431   2.413156   0.142948    484.608    580.7429   6.0215     6002.095   
5824.625   9.23924    50.4531    8.500000   391.997    566.7142   2.483077   0.144422    502.252    585.1016   5.4326     5974.035   
5824.473   9.07995    49.5383    8.500000   370.711    571.7571   2.532388   0.162900    512.896    591.2157   5.2892     6035.645   
5824.320   9.05798    49.2611    8.500000   375.564    593.5343   2.552190   0.191194    518.415    595.0739   5.2274     6106.404   
5824.167   9.40220    49.4660    8.500000   398.372    617.9586   2.542722   0.212741    516.692    595.0127   4.9301     6167.404   
5824.015   9.44614    48.7217    8.500000   428.296    635.6377   2.514175   0.221581    510.922    590.0310   5.0039     6204.005   
5823.862   9.46994    47.6394    8.500000   455.880    646.1287   2.482074   0.222637    504.549    589.7014   5.0732     6229.015   
5823.710   9.51938    46.5572    8.500000   474.938    651.9675   2.455820   0.221886    508.010    589.7363   4.9416     6251.279   
5823.558   9.50290    43.5587    8.500000   491.056    657.4475   2.430942   0.222137    519.894    594.1169   4.6442     6290.015   
5823.405   9.51938    39.7143    8.500000   511.269    655.5731   2.400792   0.211717    542.474    606.3667   4.1391     6304.655   
5823.253   9.65121    37.1337    8.500000   530.368    651.1497   2.365679   0.198793    577.302    622.7972   3.4276     6343.694   
5823.101   9.73360    35.4151    8.500000   539.161    632.2938   2.341267   0.171223    612.626    643.1372   2.8597     6391.885   
5822.948   9.46079    35.5222    8.500000   512.962    607.9534   2.348072   0.148732    639.210    662.6779   2.8655     6432.145   
5822.796   9.19713    36.1072    8.500000   459.720    582.5375   2.374485   0.135336    649.833    674.4479   3.1042     6482.164   
5822.644   9.18981    35.0326    8.500000   448.923    573.4185   2.355733   0.127045    644.104    675.6802   3.3625     6500.465   
5822.491   9.88557    34.6682    8.500000   529.383    574.1351   2.252271   0.095135    623.755    673.6160   3.1286     6529.744   
5822.339   10.11993   35.6511    8.500000   676.185    589.3159   2.097512   0.067796    594.100    653.6661   3.3548     6557.805   
5822.187   10.10528   38.3398    8.500000   834.524    597.5662   1.958451   0.037244    546.960    615.2379   3.8089     6580.984   
5822.034   10.12908   41.4856    8.500000   935.043    602.7097   1.873091   0.021602    497.734    573.6154   4.2911     6260.734   
5821.882   10.10528   47.0863    8.500000   959.886    602.0408   1.843962   0.015445    466.184    551.7850   4.7741     5974.340   
5821.729   10.11993   54.5269    8.500000   956.538    608.5574   1.855313   0.025039    463.429    554.7987   4.9984     5905.104   
5821.576   10.11993   61.9053    8.500000   921.970    619.5560   1.901270   0.047198    485.054    577.9092   4.9044     5849.595   
5821.424   10.16387   67.8146    8.500000   836.147    624.8325   1.984382   0.073731    517.198    604.3320   4.4805     5925.540   
5821.271   9.84162    71.8694    8.500000   696.585    608.0505   2.108634   0.087722    545.438    619.1284   4.2180     6000.875   
5821.119   9.37290    69.5343    8.500000   533.173    578.8508   2.263290   0.100471    568.080    625.0958   4.0505     6053.335   
5820.967   9.02136    64.3932    8.500000   400.261    536.8643   2.421389   0.095533    588.888    630.1901   3.8274     6099.084   
5820.814   9.02502    58.4522    8.500000   318.747    510.6715   2.545205   0.099700    604.860    631.7990   3.3892     6132.024   
5820.662   9.00672    51.3213    8.500000   297.060    514.2119   2.597830   0.119491    613.675    631.9548   3.1824     6168.015   
5820.510   9.16784    44.6724    8.500000   331.663    539.7482   2.564803   0.137528    614.941    636.3612   3.1083     6211.935   
5820.357   9.40220    41.3095    8.500000   397.987    565.6046   2.479932   0.139772    606.990    641.1940   3.2211     6246.095   
5820.205   9.40220    38.7168    8.500000   468.966    592.8040   2.388643   0.145796    586.806    634.9506   3.6549     6260.124   
5820.053   9.40220    38.3832    8.500000   531.532    606.6643   2.318557   0.139872    554.524    612.8507   4.1027     6228.404   
