WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       GR         CALI       ILD        ILM        LL3         DT         TENS   
M          GAPI       IN         OHMM       OHMM       OHMM        US/F       LB     
2034.284   53.7000    12.46000   9.4        12.5       22.8560     70.70000   2506   
2034.132   53.1000    12.48000   9.2        12.0       22.2844     70.89999   2504   
2033.979   52.5000    12.48000   8.9        11.5       22.0801     71.20000   2502   
2033.827   51.6000    12.46000   8.6        11.2       20.1372     72.50000   2501   
2033.675   50.2000    12.46000   8.5        10.9       17.6198     73.59999   2530   
2033.522   49.4000    12.45000   8.4        10.8       15.6675     73.09999   2575   
2033.370   49.6000    12.48000   8.3        10.6       15.9588     71.20000   2608   
2033.217   50.1000    12.55000   8.1        10.5       18.1134     69.00000   2558   
2033.065   50.1000    12.70000   8.0        10.4       19.5434     67.70000   2524   
2032.912   49.6000    12.47000   7.9        10.3       18.7499     68.09999   2583   
2032.760   49.6000    12.48000   8.0        10.2       15.4525     69.50000   2615   
2032.608   50.9000    12.60000   8.1        10.0       12.3595     70.50000   2572   
2032.455   52.1000    13.11000   8.2        9.8        12.3595     71.20000   2548   
2032.303   52.1000    13.08000   8.3        10.0       14.0929     72.30000   2579   
2032.150   50.4000    12.55000   8.4        10.5       18.0717     73.50000   2617   
2031.998   48.2000    12.44000   8.6        11.4       20.0447     73.59999   2567   
2031.846   46.9000    12.26000   8.9        12.3       22.8034     72.09999   2481   
2031.693   46.1000    12.17000   9.2        13.0       23.7684     70.39999   2501   
2031.541   45.3000    12.33000   9.5        13.4       25.9418     69.39999   2530   
2031.388   44.6000    12.33000   9.7        13.5       28.5102     68.39999   2522   
2031.236   44.9000    12.36000   9.7        13.6       29.6483     67.39999   2508   
2031.084   46.3000    12.36000   9.8        13.6       29.6483     66.80000   2505   
2030.931   47.3000    12.36000   9.9        13.7       27.4789     67.20000   2510   
2030.779   46.8000    12.36000   9.9        13.6       26.7301     68.59999   2505   
2030.626   46.9000    12.36000   10.0       13.6       25.4097     70.20000   2507   
2030.474   50.0000    12.39000   10.0       13.6       25.0035     70.59999   2510   
2030.322   54.5000    12.37000   10.0       13.6       24.3220     70.09999   2508   
2030.169   57.5000    12.23000   10.1       13.5       24.2661     69.80000   2504   
2030.017   58.2000    12.35000   10.2       13.4       23.7684     70.00000   2503   
2029.865   57.6000    12.24000   10.2       13.2       23.8781     70.20000   2500   
2029.712   56.0000    12.35000   10.3       13.2       24.3220     69.89999   2498   
2029.560   53.4000    12.36000   10.3       13.1       25.0611     69.70000   2501   
2029.407   51.2000    12.35000   10.2       13.1       25.3513     69.89999   2505   
2029.255   51.1000    12.35000   10.2       13.2       23.9332     70.59999   2500   
2029.103   53.0000    12.38000   10.3       13.3       19.2752     72.20000   2499   
2028.950   55.6000    12.44000   10.5       13.3       15.7036     71.59999   2502   
2028.798   58.6000    12.39000   10.9       13.2       13.3352     68.50000   2499   
2028.645   60.7000    12.86000   11.2       13.2       16.3682     67.20000   2498   
2028.493   61.5000    12.95000   11.7       13.5       20.8930     67.59999   2499   
2028.341   60.7000    12.87000   12.3       14.5       26.7917     67.50000   2500   
2028.188   59.3000    12.65000   13.1       15.9       31.0456     67.89999   2500   
2028.036   58.7000    12.63000   14.1       17.7       33.2660     68.89999   2501   
2027.883   57.9000    12.55000   15.1       19.6       34.4350     69.30000   2503   
2027.731   56.7000    12.54000   16.3       21.5       36.0579     70.20000   2510   
2027.578   55.6000    12.55000   17.3       23.0       40.9261     71.00000   2504   
2027.426   54.9000    12.47000   18.2       24.3       48.3059     69.89999   2542   
2027.274   54.7000    12.36000   19.0       25.2       56.4937     67.59999   2532   
2027.121   54.8000    12.33000   19.6       25.8       61.9441     65.20000   2492   
2026.969   55.8000    12.40000   20.3       26.0       62.3735     63.30000   2495   
2026.816   56.8000    12.60000   20.8       25.8       59.2925     62.30000   2511   
2026.664   56.6000    12.61000   20.9       25.4       55.3350     62.10000   2506   
2026.512   56.1000    12.50000   20.5       24.6       52.1195     62.40000   2497   
2026.359   57.0000    12.47000   19.7       23.5       50.9331     63.30000   2495   
2026.207   59.3000    12.49000   18.7       22.1       48.4172     64.30000   2509   
2026.054   61.0000    12.50000   17.9       20.8       40.9261     64.50000   2503   
2025.902   61.2000    12.41000   17.5       19.6       28.5759     64.50000   2547   
2025.750   60.9000    12.36000   17.4       18.0       17.2584     66.09999   2571   
2025.597   61.6000    12.45000   17.1       16.1       14.1579     68.39999   2515   
2025.445   63.9000    13.09000   16.8       14.8       21.0378     68.20000   2487   
2025.292   68.0000    13.21000   16.6       14.7       26.7301     65.89999   2501   
2025.140   75.6000    13.18000   16.9       15.7       26.6073     62.90000   2511   
2024.988   89.1000    13.07000   17.7       17.3       21.7771     61.00000   2508   
2024.835   107.0000   12.98000   18.8       18.1       23.3884     61.70000   2506   
2024.683   120.1000   13.00000   19.6       18.5       32.3594     63.10000   2511   
2024.531   118.5000   12.85000   20.0       19.1       39.0841     62.90000   2505   
2024.378   105.0000   12.42000   20.1       20.1       39.1742     62.40000   2494   
2024.226   91.5000    12.51000   20.4       20.6       33.7287     63.10000   2498   
2024.073   85.7000    12.98000   20.6       20.1       29.2415     64.30000   2504   
2023.921   86.4000    13.07000   20.7       19.1       25.8226     64.89999   2501   
2023.769   88.0000    13.12000   20.6       18.2       24.3781     65.00000   2498   
2023.616   88.7000    13.07000   20.4       17.7       23.8781     65.30000   2498   
2023.464   89.5000    13.03000   20.3       17.7       24.7172     66.20000   2501   
2023.311   89.9000    13.03000   20.3       18.0       24.8886     67.00000   2505   
2023.159   88.1000    13.05000   20.4       18.7       27.2898     66.80000   2503   
2023.006   84.0000    13.03000   20.6       19.6       29.9916     65.89999   2504   
2022.854   80.8000    13.00000   20.8       20.6       32.8852     65.20000   2505   
2022.702   80.5000    12.82000   20.9       21.2       34.5144     65.39999   2501   
2022.549   80.3000    12.73000   21.0       21.4       34.8337     66.00000   2500   
2022.397   78.4000    12.67000   20.9       21.3       35.8096     66.09999   2498   
2022.244   75.6000    12.57000   20.7       21.1       35.4813     65.89999   2493   
2022.092   73.8000    12.80000   20.4       20.8       34.3558     65.89999   2495   
2021.940   73.4000    12.91000   19.8       20.4       33.0370     66.39999   2493   
2021.787   73.9000    13.08000   19.4       20.0       32.2107     67.20000   2495   
2021.635   75.5000    13.07000   19.0       20.0       32.3594     67.70000   2499   
2021.482   77.6000    12.91000   18.8       20.0       32.8852     67.50000   2509   
2021.330   79.1000    12.68000   18.6       20.1       33.5738     67.09999   2503   
2021.178   79.5000    12.77000   18.4       20.1       34.6737     67.20000   2495   
2021.025   78.2000    12.72000   18.2       20.0       34.9945     67.59999   2498   
2020.873   75.2000    12.60000   17.9       20.0       34.9945     67.70000   2499   
2020.720   71.4000    12.48000   17.7       19.9       33.4195     67.89999   2499   
2020.568   67.9000    12.51000   17.5       19.5       31.7687     68.80000   2503   
2020.416   65.5000    12.64000   17.5       19.1       29.7852     69.30000   2501   
2020.263   64.0000    12.68000   17.4       18.9       29.1072     69.00000   2501   
2020.111   64.5000    12.71000   17.4       19.0       29.3765     68.50000   2503   
2019.958   66.9000    12.72000   17.5       19.3       29.6483     68.59999   2503   
2019.806   69.4000    12.86000   17.8       19.5       29.9916     69.50000   2500   
2019.654   71.3000    12.85000   18.1       19.7       29.9916     70.59999   2493   
2019.501   74.0000    12.82000   18.3       20.0       30.9742     71.09999   2494   
2019.349   78.0000    12.71000   18.4       20.2       32.2107     71.50000   2495   
2019.197   81.2000    12.69000   18.4       20.4       33.6512     71.59999   2499   
2019.044   83.2000    12.72000   18.4       20.2       32.8852     70.50000   2506   
2018.892   85.3000    12.73000   18.2       19.8       30.4790     68.50000   2547   
2018.739   87.4000    12.80000   17.9       19.1       27.0396     66.59999   2622   
2018.587   89.8000    12.87000   17.5       18.2       23.7137     65.50000   2702   
2018.435   93.7000    12.90000   17.0       16.9       20.9894     65.80000   2780   
2018.282   99.7000    12.94000   16.4       15.7       19.0108     67.00000   2722   
2018.130   105.5000   13.05000   16.0       14.8       18.5353     67.70000   2487   
2017.977   110.4000   13.07000   15.8       14.4       18.1134     67.70000   2406   
2017.825   115.3000   13.04000   15.8       14.3       18.0717     68.20000   2507   
2017.672   118.8000   13.02000   16.0       14.4       17.0216     69.09999   2555   
2017.520   117.9000   13.04000   16.4       14.9       18.6209     69.80000   2504   
2017.368   111.2000   13.07000   16.9       15.7       23.5505     69.80000   2477   
2017.215   98.2000    12.97000   17.4       17.1       28.8403     69.30000   2488   
2017.063   81.2000    12.61000   18.0       18.9       32.8095     68.39999   2489   
2016.910   65.6000    12.37000   18.7       20.7       33.8065     67.80000   2487   
2016.758   55.1000    12.34000   19.4       22.0       36.6438     67.59999   2490   
2016.606   49.5000    12.32000   19.9       23.0       39.9945     67.00000   2495   
2016.453   47.8000    12.38000   20.1       23.8       44.3609     66.30000   2526   
2016.301   48.6000    12.37000   20.1       24.2       46.7735     66.50000   2568   
2016.148   50.4000    12.38000   20.0       24.4       47.0977     66.80000   2549   
2015.996   51.5000    12.40000   20.0       24.6       47.2063     66.70000   2541   
2015.844   52.1000    12.37000   19.9       24.9       47.6431     66.00000   2550   
2015.691   52.1000    12.37000   19.8       25.2       49.0908     65.39999   2562   
2015.539   51.5000    12.37000   19.6       25.3       49.3174     65.00000   2559   
2015.386   51.9000    12.32000   19.5       25.1       49.0908     64.89999   2557   
2015.234   52.7000    12.37000   19.5       24.9       48.0839     64.70000   2550   
2015.082   52.3000    12.37000   19.5       24.8       46.3447     64.80000   2549   
2014.929   50.8000    12.36000   19.6       24.8       44.8745     65.70000   2544   
2014.777   49.6000    12.36000   19.8       24.9       44.3609     66.59999   2554   
2014.625   49.6000    12.37000   19.8       25.4       45.7088     66.70000   2577   
2014.472   49.8000    12.36000   20.0       26.0       47.5335     65.89999   2569   
2014.320   49.8000    12.36000   20.1       26.5       47.7529     64.80000   2561   
2014.167   49.7000    12.36000   20.4       26.6       47.5335     64.50000   2565   
2014.015   49.3000    12.36000   20.6       26.6       46.3447     65.30000   2568   
2013.863   49.0000    12.36000   20.8       26.5       46.8813     65.70000   2573   
2013.710   48.3000    12.36000   20.8       26.5       47.9734     65.30000   2561   
2013.558   47.1000    12.36000   20.6       26.3       52.2396     64.80000   2547   
2013.405   45.5000    12.36000   20.1       25.9       62.6614     64.30000   2542   
2013.253   45.8000    12.36000   19.5       25.4       72.1108     63.70000   2548   
2013.100   50.7000    12.39000   18.9       24.8       67.4528     62.70000   2571   
2012.948   60.1000    12.37000   18.3       23.7       51.2861     61.70000   2573   
2012.796   71.9000    12.53000   17.8       22.2       35.5631     62.20000   2564   
2012.643   82.3000    12.81000   17.3       20.6       30.1301     63.70000   2554   
2012.491   88.0000    12.96000   16.9       19.2       30.2691     64.70000   2548   
2012.338   89.2000    12.93000   16.4       18.3       29.3089     65.20000   2537   
2012.186   87.4000    12.58000   16.0       17.9       28.8403     65.89999   2543   
2012.034   83.2000    12.60000   15.7       17.8       28.8403     67.59999   2558   
2011.881   78.3000    12.60000   15.3       17.7       29.8538     69.80000   2540   
2011.729   74.9000    12.51000   15.0       17.5       29.9226     71.00000   2534   
2011.576   74.5000    12.42000   14.6       17.3       29.1072     70.59999   2531   
2011.424   74.2000    12.38000   14.3       17.0       27.1019     69.70000   2566   
2011.272   71.6000    12.53000   14.2       16.4       23.8232     69.09999   2592   
2011.119   68.4000    12.58000   14.1       15.8       20.3236     69.00000   2640   
2010.967   67.0000    12.95000   14.0       15.2       19.0546     69.09999   2684   
2010.814   67.8000    12.96000   13.9       14.8       22.1820     69.20000   2608   
2010.662   69.3000    12.49000   13.7       14.9       25.7632     69.09999   2551   
2010.510   69.3000    12.40000   13.7       15.5       28.9068     69.00000   2532   
2010.357   65.9000    12.42000   13.8       16.3       30.8319     68.59999   2549   
2010.205   60.1000    12.42000   14.1       17.1       31.6228     67.50000   2558   
2010.052   55.3000    12.37000   14.3       17.7       33.1131     66.59999   2586   
2009.900   53.4000    12.36000   14.5       18.0       32.3594     66.30000   2577   
2009.748   53.8000    12.37000   14.6       18.2       32.7341     66.50000   2557   
2009.595   54.2000    12.37000   14.7       18.4       31.9154     67.00000   2526   
2009.443   54.3000    12.36000   14.7       18.5       31.7687     67.70000   2481   
2009.291   54.4000    12.35000   14.9       18.8       33.1895     67.89999   2482   
2009.138   53.9000    12.36000   15.1       19.3       35.3997     68.20000   2490   
2008.986   53.4000    12.36000   15.3       20.0       38.8150     68.59999   2499   
2008.833   54.2000    12.37000   15.6       20.9       41.3048     68.50000   2495   
2008.681   56.7000    12.36000   16.0       21.5       42.8549     68.00000   2490   
2008.529   58.5000    12.35000   16.1       21.9       42.4620     67.50000   2483   
2008.376   58.0000    12.36000   16.2       22.0       43.5512     67.30000   2483   
2008.224   56.8000    12.36000   16.1       21.7       41.3048     67.09999   2484   
2008.071   55.9000    12.36000   16.1       21.2       36.9828     66.80000   2483   
2007.919   55.7000    12.36000   16.1       20.7       30.4790     66.09999   2483   
2007.766   55.4000    12.43000   16.3       20.1       29.3089     65.80000   2484   
2007.614   55.5000    12.42000   16.3       19.7       33.1895     66.59999   2481   
2007.462   55.8000    12.40000   16.3       19.6       36.1410     67.50000   2481   
2007.309   55.5000    12.35000   16.3       20.0       37.6704     67.30000   2482   
2007.157   55.0000    12.36000   16.3       20.7       37.0681     66.89999   2481   
2007.004   54.0000    12.36000   16.6       21.4       37.7572     66.70000   2481   
2006.852   53.6000    12.36000   16.9       21.9       37.0681     67.00000   2488   
2006.700   54.7000    12.35000   17.2       22.0       39.0841     67.09999   2489   
2006.547   57.8000    12.35000   17.5       22.0       40.9261     66.59999   2487   
2006.395   62.6000    12.36000   17.5       22.0       43.4510     66.30000   2499   
2006.242   66.6000    12.36000   17.6       22.2       42.9537     66.70000   2528   
2006.090   68.6000    12.36000   17.6       22.4       40.3645     67.59999   2540   
2005.938   69.1000    12.36000   17.6       22.3       37.8443     68.30000   2536   
2005.785   69.1000    12.36000   17.5       22.0       35.2371     68.80000   2529   
2005.633   69.2000    12.35000   17.2       21.2       34.8337     69.00000   2532   
2005.480   68.3000    12.35000   16.8       20.0       34.5144     69.39999   2539   
2005.328   66.4000    12.34000   16.2       18.6       35.3183     69.80000   2537   
2005.176   64.4000    12.35000   15.5       17.2       34.0408     69.89999   2539   
2005.023   64.1000    12.25000   14.8       15.9       28.5759     69.00000   2481   
2004.871   66.6000    12.25000   14.1       14.5       20.9411     67.30000   2480   
2004.719   71.6000    12.27000   13.2       13.2       15.6315     66.50000   2496   
2004.566   76.0000    12.31000   12.2       12.4       16.7494     66.20000   2495   
2004.414   78.7000    12.30000   11.6       12.3       17.4582     65.80000   2486   
2004.261   81.9000    12.31000   11.4       12.5       15.5955     66.30000   2485   
2004.109   86.1000    12.49000   11.6       12.0       11.9674     69.89999   2482   
2003.957   91.4000    12.71000   11.9       10.7       10.7647     74.50000   2481   
2003.804   97.3000    13.79000   12.3       9.8        12.5314     76.70000   2481   
2003.652   101.1000   13.73000   12.5       9.7        16.7109     77.20000   2486   
2003.499   97.4000    13.56000   12.9       10.4       22.8034     73.89999   2481   
2003.347   84.5000    12.76000   13.6       12.1       26.7301     70.00000   2481   
2003.195   70.4000    12.52000   14.8       14.5       27.8612     69.39999   2476   
2003.042   62.2000    12.35000   16.4       16.9       27.7971     69.09999   2478   
2002.890   58.7000    12.42000   18.1       19.1       29.6483     68.00000   2483   
2002.737   56.1000    12.48000   19.6       20.8       32.5087     67.30000   2483   
2002.585   54.1000    12.45000   20.8       22.1       34.9140     66.89999   2484   
2002.432   53.5000    12.41000   21.5       23.2       40.9261     66.89999   2488   
2002.280   53.8000    12.39000   22.1       23.9       47.8630     66.80000   2481   
2002.128   54.7000    12.39000   22.3       24.1       52.6017     66.09999   2476   
2001.975   57.7000    12.39000   22.2       23.7       48.6407     64.89999   2478   
2001.823   65.0000    12.39000   21.8       22.6       39.4457     63.90001   2484   
2001.670   76.9000    12.39000   21.4       21.0       29.7167     63.70000   2483   
2001.518   89.9000    12.54000   21.0       19.4       23.9883     64.30000   2483   
2001.366   99.1000    12.65000   20.4       18.0       21.7771     65.39999   2482   
2001.213   103.6000   12.69000   19.6       16.9       22.3357     66.59999   2478   
2001.061   106.0000   12.73000   19.0       16.4       24.0991     67.50000   2476   
2000.908   107.7000   12.74000   18.4       16.2       24.7172     67.89999   2475   
2000.756   107.4000   12.60000   18.1       16.2       24.6604     67.89999   2472   
2000.604   104.8000   12.72000   17.9       16.1       22.4905     67.80000   2473   
2000.451   101.9000   12.69000   17.7       15.8       20.6538     67.89999   2477   
2000.299   101.2000   12.75000   17.6       15.3       18.8799     68.39999   2479   
2000.146   102.3000   12.72000   17.5       14.7       18.4502     69.09999   2478   
1999.994   103.3000   12.78000   17.2       14.3       19.2309     69.30000   2481   
1999.842   103.9000   12.85000   17.0       14.1       19.7242     69.20000   2481   
1999.689   104.6000   12.69000   17.1       14.1       20.0447     69.30000   2479   
1999.537   105.3000   12.82000   17.2       14.3       20.0447     68.89999   2476   
1999.385   104.4000   12.84000   17.6       14.5       20.4644     68.20000   2476   
1999.232   101.3000   12.85000   18.2       14.8       20.6538     67.89999   2479   
1999.080   97.8000    12.84000   18.6       15.1       20.8930     67.70000   2483   
1998.927   94.6000    12.85000   19.1       15.5       21.9786     67.50000   2481   
1998.775   91.4000    12.84000   19.4       15.8       22.5424     67.20000   2486   
1998.623   87.2000    12.85000   19.7       16.2       23.1207     67.20000   2486   
1998.470   83.1000    12.89000   20.0       16.6       23.2809     67.00000   2481   
1998.318   81.7000    12.92000   20.6       16.8       23.4963     66.09999   2478   
1998.165   82.9000    12.88000   21.2       16.8       22.3872     65.00000   2478   
1998.013   83.6000    12.59000   21.5       16.6       21.6272     63.60001   2480   
1997.860   81.6000    12.89000   21.0       16.3       22.1310     61.20000   2483   
1997.708   78.7000    12.83000   19.6       15.8       22.4388     59.30000   2478   
1997.556   78.1000    12.87000   17.9       15.4       22.3872     58.90000   2476   
1997.403   80.2000    12.91000   16.4       15.2       20.3236     59.20000   2478   
1997.251   84.2000    12.90000   15.7       15.0       17.8649     62.40000   2479   
1997.098   91.1000    12.61000   15.5       14.2       14.5546     67.89999   2478   
1996.946   99.6000    12.93000   15.7       12.7       12.6765     72.09999   2478   
1996.794   104.7000   13.61000   16.0       11.0       13.0918     76.80000   2476   
1996.641   103.5000   14.28000   16.1       10.0       14.1579     78.59999   2475   
1996.489   99.4000    18.17000   16.3       10.0       17.2584     74.59999   2476   
1996.336   95.4000    17.46000   16.9       11.1       20.9894     69.00000   2483   
1996.184   90.9000    16.15000   18.3       13.3       24.3781     64.20000   2472   
1996.032   85.6000    15.00000   20.5       16.3       27.9254     62.20000   2470   
1995.879   81.4000    14.14000   23.0       19.1       29.9916     63.00000   2473   
1995.727   79.1000    13.56000   25.3       21.2       31.1172     63.90001   2476   
1995.574   77.0000    13.27000   26.6       22.2       28.1838     64.00000   2475   
1995.422   74.5000    13.36000   27.2       22.4       24.0436     63.40000   2475   
1995.270   71.5000    13.47000   27.5       22.2       24.5471     62.60000   2478   
1995.117   67.0000    13.17000   27.7       22.1       37.7572     62.20000   2482   
1994.965   60.3000    12.97000   27.9       22.8       57.8096     61.30000   2478   
1994.812   52.1000    12.85000   28.2       24.7       70.1455     59.90000   2478   
1994.660   45.1000    12.78000   28.8       27.4       70.6318     59.70000   2478   
1994.508   41.4000    12.64000   29.6       29.8       64.8634     61.00000   2477   
1994.355   41.6000    12.61000   30.1       31.0       61.6595     62.80000   2475   
1994.203   43.6000    12.40000   30.1       31.2       59.1562     64.00000   2475   
1994.051   44.5000    12.38000   29.6       30.9       55.0808     65.09999   2472   
1993.898   43.4000    12.40000   28.8       30.3       52.4808     65.50000   2473   
1993.746   41.9000    12.42000   28.1       29.7       48.9779     65.20000   2470   
1993.593   41.6000    12.39000   27.7       29.1       46.8813     65.20000   2472   
1993.441   41.8000    12.38000   27.3       28.5       44.5656     65.80000   2472   
1993.289   42.2000    12.36000   27.0       27.9       44.1571     66.39999   2472   
1993.136   44.3000    12.37000   26.8       27.3       45.1856     66.50000   2471   
1992.984   47.8000    12.39000   26.7       27.1       46.4515     65.89999   2472   
1992.831   50.4000    12.38000   26.9       27.3       48.3059     65.20000   2479   
1992.679   51.4000    12.37000   27.3       27.9       51.0505     65.20000   2476   
1992.526   52.3000    12.38000   27.8       28.9       55.0808     65.59999   2475   
1992.374   54.0000    12.39000   28.3       30.2       58.3445     65.30000   2473   
1992.222   54.4000    12.40000   28.6       31.3       61.6595     64.09999   2473   
1992.069   52.8000    12.40000   28.3       31.7       66.8344     62.90000   2525   
1991.917   51.2000    12.37000   27.5       31.0       75.5092     61.60000   2559   
1991.764   51.8000    12.37000   26.5       29.4       73.6207     60.30000   2632   
1991.612   54.8000    12.41000   25.6       27.5       58.7489     59.40000   2681   
1991.460   58.9000    12.58000   25.0       25.2       38.0189     59.20000   2564   
1991.307   62.5000    12.71000   24.3       22.9       26.0016     59.20000   2457   
1991.155   64.4000    12.70000   23.6       21.0       23.3884     59.10000   2497   
1991.002   64.4000    12.61000   22.7       20.3       24.7172     58.60000   2544   
1990.850   62.9000    12.75000   22.1       20.7       28.2488     57.60000   2532   
1990.698   60.4000    12.80000   21.7       21.7       34.9140     56.20000   2527   
1990.545   57.7000    12.79000   21.7       22.8       38.1066     55.90000   2537   
1990.393   56.6000    12.77000   21.7       23.3       37.9315     57.90000   2537   
1990.240   57.4000    12.49000   21.6       23.3       35.1561     60.80000   2549   
1990.088   58.4000    12.69000   21.2       23.1       38.9045     62.80000   2532   
1989.936   56.7000    12.54000   20.6       22.6       44.0555     63.50000   2532   
1989.783   52.5000    12.49000   20.0       22.2       46.0257     63.60001   2475   
1989.631   47.7000    12.45000   19.5       22.0       42.8549     64.30000   2457   
1989.479   43.5000    12.43000   19.0       22.0       38.4592     66.00000   2467   
1989.326   41.5000    12.42000   18.7       22.1       36.8129     67.00000   2475   
1989.174   41.2000    12.44000   18.5       22.2       35.3183     66.89999   2473   
1989.021   41.5000    12.42000   18.3       22.0       35.8922     66.70000   2522   
1988.869   42.5000    12.42000   18.2       21.9       37.4111     66.80000   2537   
1988.717   44.3000    12.40000   18.1       22.0       39.8107     66.59999   2520   
1988.564   46.2000    12.40000   18.0       22.2       41.2098     65.50000   2461   
1988.412   47.0000    12.40000   18.1       22.4       41.0204     64.50000   2521   
1988.259   46.2000    12.40000   18.1       22.5       41.1150     64.80000   2556   
1988.107   44.4000    12.41000   18.1       22.5       39.2645     65.89999   2536   
1987.954   42.3000    12.41000   18.1       22.6       38.2825     66.39999   2503   
1987.802   41.6000    12.41000   18.1       22.9       38.0189     65.50000   2508   
1987.650   43.8000    12.41000   18.1       22.9       39.8107     64.70000   2476   
1987.497   47.5000    12.41000   18.0       22.8       41.2098     65.20000   2459   
1987.345   50.7000    12.41000   17.9       22.5       40.9261     66.00000   2478   
1987.192   52.0000    12.40000   17.6       22.1       39.6278     65.70000   2493   
1987.040   51.7000    12.41000   17.3       21.6       38.4592     64.59999   2488   
1986.888   51.1000    12.41000   17.3       21.1       37.8443     63.80000   2476   
1986.735   51.0000    12.42000   17.0       21.1       37.7572     63.70000   2475   
1986.583   50.1000    12.41000   16.7       20.7       35.8922     64.00000   2487   
1986.430   49.1000    12.41000   16.6       20.4       34.3558     65.00000   2516   
1986.278   47.7000    12.40000   16.4       20.3       33.8844     65.70000   2527   
1986.126   47.5000    12.40000   16.2       20.2       35.4813     65.80000   2527   
1985.973   50.7000    12.40000   16.1       20.3       37.3250     65.80000   2540   
1985.821   55.7000    12.40000   16.1       20.4       38.5478     66.30000   2543   
1985.668   58.2000    12.40000   16.1       20.5       39.7192     66.89999   2534   
1985.516   56.8000    12.41000   16.2       20.7       39.7192     66.59999   2515   
1985.364   53.9000    12.40000   16.3       20.8       39.6278     66.00000   2475   
1985.211   51.3000    12.40000   16.4       20.9       38.6367     66.30000   2455   
1985.059   48.3000    12.40000   16.6       21.1       39.5367     67.30000   2464   
1984.906   46.1000    12.40000   16.8       21.3       39.1742     67.39999   2472   
1984.754   45.9000    12.40000   16.9       21.5       39.5367     66.30000   2533   
1984.602   46.9000    12.40000   17.0       21.7       38.9942     65.30000   2544   
1984.449   47.7000    12.41000   17.1       21.8       38.6367     65.30000   2468   
1984.297   49.4000    12.40000   17.3       21.8       37.3250     65.80000   2459   
1984.145   51.0000    12.40000   17.5       21.8       35.4813     66.30000   2468   
1983.992   51.0000    12.40000   17.7       21.6       33.8065     66.89999   2466   
1983.840   49.4000    12.40000   17.9       21.5       34.5939     67.50000   2455   
1983.687   48.0000    12.41000   18.1       21.6       36.7282     67.80000   2461   
1983.535   48.3000    12.40000   18.2       21.8       40.3645     67.30000   2473   
1983.383   48.6000    12.40000   18.3       22.2       42.0727     65.70000   2466   
1983.230   48.4000    12.40000   18.3       22.6       42.8549     64.30000   2499   
1983.078   47.3000    12.40000   18.3       22.9       41.5911     64.20000   2525   
1982.925   45.3000    12.39000   18.2       22.6       40.6443     64.89999   2526   
1982.773   44.3000    12.40000   18.0       22.0       39.6278     65.00000   2503   
1982.620   45.2000    12.40000   17.9       21.4       38.8150     64.39999   2459   
1982.468   47.3000    12.40000   17.7       21.0       36.2243     64.50000   2451   
1982.316   48.3000    12.40000   17.5       20.7       32.8852     65.80000   2462   
1982.163   48.0000    12.40000   17.4       20.5       31.3329     67.00000   2468   
1982.011   48.0000    12.40000   17.3       20.3       33.6512     67.50000   2468   
1981.858   49.0000    12.40000   17.3       20.4       35.7273     66.80000   2470   
1981.706   51.3000    12.40000   17.3       20.7       36.8129     65.59999   2470   
1981.554   53.2000    12.40000   17.3       20.8       35.5631     65.39999   2465   
1981.401   53.2000    12.40000   17.4       20.9       35.4813     65.89999   2459   
1981.249   52.3000    12.40000   17.5       20.9       36.4754     66.09999   2461   
1981.096   51.9000    12.40000   17.5       20.9       38.2825     65.89999   2464   
1980.944   53.0000    12.40000   17.6       20.9       38.8150     65.50000   2471   
1980.792   54.9000    12.41000   17.7       21.0       39.4457     65.30000   2468   
1980.639   55.5000    12.40000   17.8       21.2       39.1742     65.20000   2463   
1980.487   54.4000    12.40000   17.9       21.4       39.0841     65.09999   2466   
1980.334   52.2000    12.41000   18.0       21.6       38.8150     64.89999   2467   
1980.182   50.5000    12.41000   18.0       21.8       37.9315     65.00000   2466   
1980.030   49.6000    12.40000   18.2       21.9       37.4973     66.20000   2458   
1979.877   48.9000    12.40000   18.4       21.9       36.8129     67.00000   2456   
1979.725   48.3000    12.40000   18.5       21.7       37.1535     66.39999   2459   
1979.573   48.5000    12.40000   18.6       21.7       38.6367     65.50000   2461   
1979.420   49.4000    12.41000   18.7       21.7       37.8443     65.70000   2459   
1979.268   50.4000    12.40000   18.7       21.8       37.7572     66.59999   2464   
1979.115   50.4000    12.40000   18.8       21.8       36.2243     66.89999   2458   
1978.963   48.8000    12.40000   18.8       21.6       35.4813     66.39999   2456   
1978.811   46.8000    12.40000   18.8       21.5       34.6737     66.59999   2461   
1978.658   45.7000    12.40000   18.9       21.5       34.1979     67.50000   2466   
1978.506   46.3000    12.40000   19.2       21.6       35.1561     67.89999   2464   
1978.353   47.9000    12.39000   19.6       21.5       35.3997     67.80000   2463   
1978.201   49.3000    12.39000   20.1       21.3       36.1410     67.59999   2471   
1978.048   50.3000    12.39000   20.2       21.1       35.2371     67.70000   2488   
1977.896   50.8000    12.41000   19.6       20.7       35.7273     68.00000   2468   
1977.744   51.8000    12.42000   18.5       20.3       35.5631     68.30000   2514   
1977.591   53.9000    12.41000   17.4       20.0       36.1410     67.50000   2544   
1977.439   59.0000    12.41000   16.9       20.4       30.6902     65.39999   2525   
1977.286   68.3000    12.42000   17.1       20.2       22.4388     66.00000   2530   
